"Service","EC2-Other($)","Tax($)","Glue($)","S3($)","Support (Business)($)","CloudWatch($)","Savings Plans for  Compute usage($)","Relational Database Service($)","Cognito($)","CloudFront($)","CloudTrail($)","EC2-Instances($)","ElastiCache($)","MQ($)","VPC($)","Managed Streaming for Apache Kafka($)","Systems Manager($)","OpenSearch Service($)","Elastic Load Balancing($)","Elastic Container Service for Kubernetes($)","DynamoDB($)","DocumentDB (with MongoDB compatibility)($)","Certificate Manager($)","Route 53($)","API Gateway($)","QuickSight($)","EC2 Container Registry (ECR)($)","Hardened Red Hat Enterprise 7 (RHEL 7)($)","CIS  Linux 2 Benchmark - Level 2($)","CIS Ubuntu Linux 20.04 LTS Benchmark - Level 1($)","Redshift($)","DMS($)","Elastic MapReduce($)","Key Management Service($)","SQS($)","Managed Workflows for Apache Airflow($)","WAF($)","Kinesis($)","Lambda($)","Kinesis Firehose($)","Athena($)","Secrets Manager($)","Cost Explorer($)","SNS($)","CIS Ubuntu Linux 22.04 LTS Benchmark - Level 1($)","Service Catalog($)","SES($)","Direct Connect($)","CloudWatch Events($)","Budgets($)","Config($)","Glacier($)","Simple Workflow Service($)","Step Functions($)","X-Ray($)","CloudShell($)","CodeArtifact($)","Refund($)","Total costs($)"
"2024-01-29","538.0322349765","","368.0946348249","247.5244529314","","179.9169219562","111.6","86.1365126075","93.3075975","78.0356276965","57.0461814","4.3403375914","41.4705601392","37.2731929364","18.894825397","31.7554656275","0.07202292","18.2767405903","13.92093344","11.16","25.8145950005","5.7647481172","","8.37617706","7.8402574821","5.039999916","1.6930032984","2.94","1.94","1.96","","4.8276030875","","1.2032271","2.550088272","","2.1903776628","1.153944","0.5905021224","0.962683501","1.1039751","0.1912933","0.186","0.0908595112","","0.003906","0.0019409657","","0.00010272","","","0.0000020288","0.0000004867","0.0000004477","","","","","2013.2835297148"
"2024-01-30","528.376151647","","372.9450471632","258.1430039634","","163.9595803445","111.6","89.5193745637","112.17102","88.3766698289","62.5794768","11.7777646284","43.4291401046","37.2709709963","54.2330622381","31.77284565","0.094981644","18.2767377521","13.8205395211","11.16","25.8155676049","5.7182096932","","8.376232488","9.1182941721","5.039999916","1.6931727969","3","1.96","2","","4.8276030823","","1.28563533","2.556284118","","2.6947281948","1.153944","0.6898154517","0.9677871622","","0.19319125","0.0093","0.0892638501","","0.029946","0.0019704546","","0.00010272","","","0.0000020529","0.0000003454","0.0000003729","","","","","2086.7274179013"
"2024-01-31","547.1350705564","","295.1001312721","212.3859485377","","155.3067908341","111.6","90.8453197554","105.2041575","87.1446674077","61.9023996","14.6464794882","45.0864000782","37.252464168","37.1734602773","31.7687619404","0.267741792","18.2766826234","13.8866175959","11.16","25.8151410204","5.763143765","","8.376183384","9.0074028559","5.039999916","1.6944911024","3","1.96","2","","4.8276030927","6.26076","1.23557157","2.539555743","","2.3980758648","1.153944","0.6992545757","0.9693824022","0.5305092","0.2076582","0.0093","0.0777906803","","0.010416","0.0020962311","","0.00010272","","","0.0000021344","0.0000005495","0.0000005436","","","","","1959.7214789778"
"2024-02-01","587.6774660557","12255.65","312.9041310252","330.273201162","5069.7672099817","199.4424846294","111.6","91.5601462737","146.273655","25.584344553","67.7784186","19.0791679363","45.0864000869","37.4411687701","24.8379878","31.9863687312","7.026253602","18.3917815046","14.7103778647","11.16","25.8080681224","5.7383346438","372","8.748226164","10.2154378151","5.3875861704","1.8127932382","3","2.1","2","","4.8342082603","8.7058550747","1.2358368504","2.628053706","","2.4806922636","1.153944","0.552470154","0.9722323055","0.4267212","0.2185421412","0.0093","0.1034298548","","0.068355","0.0021012129","","0.000108384","","","0.0000017133","0.0000004553","0.0000004277","","","","-354.88","19513.5528627341"
"2024-02-02","576.7368832152","","293.7291123228","223.8049936476","","204.4314561467","111.6","91.4240375014","267.556164","109.5133354984","66.975066","19.094682985","45.0864000888","37.4511055356","47.3964023849","31.928190344","0.41888409","18.3917866582","15.813771152","11.16","25.8163783454","5.7803970358","","8.37622356","10.4422917851","5.3875861704","1.8142861672","3","2.44","2","","4.8342082671","8.8192654528","1.2220570404","2.6260491175","","2.1579054456","1.153944","0.8971500623","0.9733226361","0.45049665","0.2193558912","0.0093","0.1140450019","","0.043617","0.0021526146","","0.000108384","","","0.0000016689","0.0000005024","0.0000004751","","","","","2261.0924148444"
"2024-02-03","586.2613884679","","434.007745746","205.3942186036","","199.6599615602","111.6","91.3565967323","205.57929","108.1660967328","64.3788408","3.5692157579","45.0864000898","37.4710987508","40.317075573","31.9135643336","0.457536378","18.3917863827","16.0892951393","11.16","25.8165662643","5.7086269547","","8.376476892","9.6995854151","5.3875861704","1.8146021856","2.94","2.42","1.96","","4.8342082593","7.068","1.2238928604","2.648774943","","2.0941874256","1.153944","0.9852961223","0.975395301","0.0115134","0.2196395412","0.0093","0.1134826933","","0.001953","0.0013160486","","0.000108384","","","0.0000015587","0.0000005024","0.0000005025","","","","","2296.3245694723"
"2024-02-04","584.8154175528","","332.16047235","211.1135244743","","329.2833181955","111.6","91.0540368655","182.982894","95.2643266094","56.8127142","2.7205925402","45.0864000936","37.464957944","20.7046783809","32.1287853784","0.804390666","18.3917905315","15.8757035619","11.16","25.8162231736","5.6976154251","","8.376479496","7.9251674793","5.3875861704","1.8146713998","2.94","2.42","1.96","","4.8342115625","4.3184681827","1.2153359304","2.616943182","","1.9959552456","1.153944","0.6833132982","0.9714684126","","0.2194953912","0.0093","0.0961462269","","0.001953","0.001220221","","0.000103344","","","0.0000015972","0.0000004553","0.0000005162","","","","","2259.879607054"
"2024-02-05","587.1757553611","","296.1163542468","230.3151426536","","205.6973598514","111.6","91.2683296191","204.287334","115.5516474026","63.2251014","19.5837594328","45.0864000941","37.475237495","44.7600122356","31.8814251906","1.086121518","18.3917893935","16.1623438499","11.16","25.8164020546","5.8949694654","","8.376448248","9.7314613743","5.3875861704","1.8203182096","3.06","2.46","2.04","","4.8342084414","9.1772396466","1.2208071204","2.6293273317","","2.1447135816","1.153944","0.7640401991","0.9731071653","1.29630375","0.2168820912","0.0093","0.0975265056","","0.07161","0.0024183453","","0.000103344","","","0.0000016314","0.0000002512","0.0000002532","","","","","2220.0028329244"
"2024-02-06","602.8216823703","","291.1643164728","216.9842384895","","200.714011615","111.6","91.2062960248","188.749638","113.3882615915","61.5590436","19.1492454764","45.086400096","37.4569477468","43.1995759873","31.8775910084","1.587113262","18.3917901288","16.4907203058","11.16","25.8167025798","5.9097107815","","8.376451224","9.3293842443","5.3875861704","1.8229615343","3","2.44","2","","4.834208252","1.1024381308","1.2209243004","2.6268314498","","2.1017838516","1.153944","0.7775577042","0.9728776093","0.2751684","0.2168913912","0.0093","0.0961400474","","0.007161","0.0025808697","","0.000103344","","","0.0000017023","0.0000003611","0.000000359","","","","","2182.0675814825"
"2024-02-07","603.3431837022","","283.5458412516","236.0170503067","","242.1073396589","111.6","91.4805174209","198.011508","116.4857002321","65.2140552","19.5662894164","45.0864000965","37.4538081449","23.1602183337","31.8931394325","1.693671732","18.3917886429","16.7951076752","11.16","25.8168274687","5.9010160534","","8.376458664","9.9234119793","5.3875861704","1.8234083619","3","2.44","2","","4.8342082604","0.956264847","1.2419162604","2.6576486767","","2.2950544056","1.153944","0.9358065787","0.9751795542","0.0125271","0.220392574","0.0093","0.1046986506","","0.007161","0.0023985465","","0.000103344","","","0.0000016336","0.0000005338","0.0000005162","","","","","2233.0809344259"
"2024-02-08","586.1140607284","","268.4553831444","217.8225305028","","200.1238635459","111.6","92.5146495483","174.080376","108.6416446749","63.6635778","21.2532902641","45.0864000984","37.4591177924","45.714153201","31.9000563717","1.620775542","18.3917892111","16.7421212156","11.16","25.8170825018","6.1704113314","","8.37649326","9.3738540543","5.3875861704","1.8281184698","3.06","2.46","2.04","","4.8342082505","8.671190756","1.2287000304","2.6702637193","","2.1458342316","1.153944","0.9510467471","0.976679271","0.1324692","0.2185010935","0.0093","0.1066285522","","0.046221","0.0043564275","","0.000103344","","","0.0000015871","0.0000005495","0.0000005162","","","","","2140.0067847046"
"2024-02-09","605.9519650024","","265.148511762","219.7499201767","","207.2802503499","111.6","93.5019439815","190.118598","107.860279098","66.4122672","21.6497116753","45.0864000974","37.4376034576","47.7473740808","31.9031410211","1.65352326","18.3917830932","19.6326037443","11.16","25.817673232","5.9992187461","","8.3700632552","10.0687770243","5.3875861704","1.8445927358","2.94","2.42","1.96","","4.8342082591","","1.2760853904","2.673296253","","2.4477300876","1.153944","1.0254258467","0.9789892286","0.2147742","0.2325601284","0.0093","0.1128261346","","0.001953","0.0036934971","","0.000103344","","","0.0000013682","0.0000005181","0.0000005162","","","","","2182.058678936"
"2024-02-10","619.1276894638","","340.4833301292","210.9154375511","","205.3119201995","111.6","93.2945914801","150.324642","95.6753434806","59.9493624","9.9141495544","45.0864000931","37.4361465446","25.6253712394","31.902102751","1.640604258","18.3917842921","19.7394353015","11.16","25.8173230165","5.944278332","","8.3659376496","8.7448057743","5.3875861704","1.8477646327","2.94","2.42","1.96","","4.8342082458","","1.1907086004","2.668079976","","2.1148304496","1.153944","0.886525742","0.9748612107","0.1292421","0.2292958284","0.0093","0.1085001691","","0.001302","0.0038641663","","0.000103344","","","0.0000015092","0.0000002041","0.0000002054","","","","","2165.3107740649"
"2024-02-11","591.1758373595","","391.9496996124","165.1586700679","","197.661386252","111.6","93.0480461376","126.397788","72.9113489722","53.0515896","22.0463499913","45.0864000912","37.4302746436","50.1909197599","31.8944443219","1.602194142","18.3917880379","19.1826646298","11.16","25.8175425965","5.6800367939","","8.377335468","7.4555653743","5.3875861704","1.8479668481","2.94","2.42","1.96","","4.8342082473","6.8098337772","1.0995872004","2.643138306","","1.9873192656","1.153944","0.8312391328","0.9755439161","","0.2309698284","0.0093","0.0961895353","","0.007812","0.0033913341","","0.000103344","","","0.0000016122","0.0000003768","0.0000003687","","","","","2122.5080171153"
"2024-02-12","614.2945241838","","446.9037109983","193.4761526842","","214.599474704","111.6","93.488422486","150.86367","79.3255158112","59.2733268","23.7177922552","45.0864000912","37.4456327138","51.7904538718","31.9058765871","1.74387927","18.3917890315","20.0857529952","11.16","25.8179198973","5.9648298813","","8.37737676","9.0266757543","5.3875861704","1.8485083271","2.94","2.42","1.96","","4.8342082609","","1.1036159604","2.652274161","","2.2457750076","1.153944","0.9014799988","0.9759782639","0.6275454","0.2297810333","0.0093","0.0978766742","","0.004557","0.0040815865","","0.000103344","","","0.0000015467","0.0000005495","0.0000005299","","","","","2283.7357945904"
"2024-02-13","629.3907421277","","488.5557268336","211.1196753603","","232.4187815177","111.6","93.6674216402","223.50411","102.6844679931","68.4494136","33.4276825745","45.0864000912","37.4471895759","24.9264305622","31.9017906289","1.724389446","18.3918640546","19.6649087815","11.16","25.8184679522","6.1908568064","","8.377353324","11.0995574043","5.3875861704","1.8496349886","2.88","2.4","1.92","","4.834208253","12.82842","1.1410633404","2.660622771","","3.0044983956","1.153944","1.0977477785","0.9803229346","1.05495945","0.245536518","0.0093","0.1080373556","","0.013671","0.0056984591","","0.000103344","","","0.0000015515","0.0000005181","0.0000004277","","","","","2480.1825875304"
"2024-02-14","615.644446029","","301.7435417498","198.5992569335","","211.8560182473","111.6","93.7360477017","172.544574","86.2106577349","63.6709434","35.024144031","45.0864000907","37.4464713803","49.8159168352","31.9213958737","1.701170322","18.3919189139","19.2099402727","11.16","25.8183370219","6.0131003198","","8.377350348","9.6339057693","5.3875861704","1.8511285331","2.88","2.4","1.92","","4.8342082632","18.3344262984","1.1122231104","2.683085898","","2.5250301996","1.153944","1.200741097","0.9814675747","0.2932011","0.2339163281","","0.1168396665","","0.009765","0.0033149466","","0.000103344","","","0.0000015061","0.0000003297","0.0000003392","0","0.0000002158","","","2203.1265208955"
"2024-02-15","632.4482241181","","300.5689181602","189.3685785679","","213.3985390106","111.6","94.1166211664","165.909396","80.9977650259","68.8156662","28.0065185745","45.0864000888","37.4495343549","49.2798501761","31.9307094693","1.300770726","18.3919211693","19.2691864226","11.16","25.8185579725","6.2550993892","","8.3773935","10.6007839893","5.3875861704","1.8586517346","2.88","2.4","1.92","","4.8342082573","8.3621465611","1.1487693204","2.703173805","","2.4917014176","1.153944","1.2954391341","0.9843392492","0.9617037","0.243341718","0.0093","0.1262006844","","0.088536","0.0036404388","","0.000103344","","","0.0000014138","0.000000314","0.0000002506","","","","","2189.0032215949"
"2024-02-16","640.4010977244","","296.8519340714","213.5208384238","","215.8706108917","111.6","93.8865790719","153.571644","74.449527234","69.2540868","24.7525079166","45.0864000898","37.4499237492","23.6722574755","31.9384123354","1.452082284","18.3919230741","19.3101993156","11.16","25.8189373621","6.2109716741","","8.37744186","10.2629312643","5.3875861704","1.8672775858","2.88","2.4","1.92","","4.8342082574","1.0049451837","1.1235756204","2.6869147039","","2.5346181276","1.153944","1.2504734225","0.9848753842","5.0932008","0.245141268","0.0093","0.1189991382","","0.009114","0.0063524982","","0.000103344","","","0.0000012824","0.0000003925","0.0000004452","","","","","2168.8009382423"
"2024-02-17","638.3551221607","","242.070630941","178.6392731065","","225.0400491433","111.6","93.9601429089","146.855184","70.1172732231","77.0785488","26.6024047948","45.0864000946","37.449426701","47.747367262","31.9416021504","1.711704804","18.3919218112","19.2671740834","11.16","25.8193747816","5.9710430252","","8.37742698","10.0451327043","5.3875861704","1.8684678094","2.88","2.4","1.92","","4.8342082553","","1.1493663804","2.693803404","","2.5299160476","1.153944","1.2628733692","0.9852807691","0.09050295","0.244727418","0.0093","0.1217408315","","0.003906","0.0034388563","","0.000103344","","","0.0000012868","0.0000004553","0.0000003845","","","","","2102.8263712078"
"2024-02-18","619.348807599","","237.4688689419","173.0097825397","","218.7201909682","111.6","93.6551988092","131.176314","61.6381587929","72.349164","26.3584470509","45.0864000974","37.4354795557","52.4188719171","31.9418605707","1.675213836","18.3919196335","18.7499221453","11.16","25.8194717026","5.7327006073","","8.377909464","8.7019732293","5.3875861704","1.8687145344","2.88","2.4","1.92","","4.8342113726","","1.1322357804","2.678537082","","2.3069695656","1.153944","1.1756427403","0.983206686","","0.244978518","0.0093","0.1153321348","","0.003906","0.0025496903","","0.000103344","","","0.0000013461","0.000000471","0.0000004674","","","","","2039.913875364"
"2024-02-19","643.0133675519","","215.433341862","182.9227027299","","217.0680140904","111.6","93.736159052","141.68736","71.2234827035","76.8555348","26.2499918227","45.0864000936","37.4490801026","23.4726154027","31.9380548593","1.445217024","18.391915321","19.3000097564","11.16","25.8197769066","5.9251718874","","8.377392756","9.7614724743","5.3875861704","1.8689727641","2.88","2.4","1.92","","4.8342082536","","1.1217732804","2.6794702834","","2.4246342816","1.153944","1.228860859","0.9838415527","0.1127625","0.244313568","0.0093","0.1152584724","","0.003906","0.0027533813","","0.000103344","","","0.0000013296","0.0000004239","0.0000004024","","","","","2047.2887520631"
"2024-02-20","631.7796137918","","297.7395068353","189.745855321","","226.9840213305","111.6","93.6345062001","138.145176","71.1397921858","75.8804112","28.1300050994","45.0864000936","37.4515304056","50.074188926","31.9532817406","1.219829292","18.3919115822","19.2792262384","11.16","25.820126121","6.2649589198","","8.377462692","9.8330759643","5.3875861704","1.8692314112","2.88","2.4","1.92","","4.8342082374","4.6036424592","1.1194520004","2.652637512","","2.3284363836","1.153944","1.1840629152","0.9826363125","0.7927599","0.244722768","0.0093","0.1034597467","","0.014322","0.0038129779","","0.000103344","","","0.0000012616","0.0000004553","0.0000004663","","","","","2164.1752002611"
"2024-02-21","639.5978516536","","368.1732734747","207.6967883065","","219.6768537767","111.6","93.271644191","122.851326","63.1748394613","67.5332148","30.0547062536","45.0864000936","37.4540605361","53.4951939503","31.9277615697","1.116333312","18.3919099561","19.9042347657","11.16","25.8196990372","6.5075049227","","8.37730794","7.6400099493","5.3875861704","1.869273924","2.88","2.4","1.92","","4.8342086228","4.6508723558","1.1005999704","2.661387975","","1.7881141956","1.153944","0.9159372985","0.97634504","0.2133606","0.244704168","0.0093","0.1002911784","","0.022785","0.0030633586","","0.000103344","","","0.0000012648","0.0000004553","0.0000004674","0","0.0000000764","","","2223.6427934155"
"2024-02-22","649.5703343057","","397.3089781627","213.6738063598","","241.3458173666","111.6","93.8535209227","149.062632","70.5243519601","76.8890892","31.1586556172","45.0864000936","37.4535428909","23.1599796947","31.9289558233","1.074245976","18.391911036","19.5841162427","11.16","25.7376839417","6.363195779","","8.377371552","9.7448296593","5.3875861704","1.8737203277","2.88","2.4","2.2","","4.8342090145","8.0192166396","1.1030523804","2.6794740529","","2.3554242396","1.153944","1.1580361437","0.9819486614","0.10933545","0.243755568","0.0093","0.1123540345","","0.010416","0.0036516591","","0.000103344","","","0.0000003494","0.0000008395","0.0000007982","0","","","","2310.5649482569"
"2024-02-23","615.9568441685","","310.3490693383","206.9053984241","","230.8459508057","111.6","93.8038868621","140.502354","67.9225016796","77.3931864","30.7811211088","45.0864000936","37.443753951","48.5140342355","31.9306809959","0.527030442","18.3919128709","18.9309236176","11.16","25.8206575822","6.0545642477","","8.377421772","9.7157982828","5.3875861704","1.8857864167","2.88","2.4","2.4","","4.8342088706","7.747722705","1.1363621904","2.6666820792","","2.3954960796","1.153944","1.1651379117","0.9837462028","0.2321001","0.243095268","0.0093","0.109939702","","0.014973","0.0037651811","","0.000103344","","","0.0000000328","0.0000009989","0.0000009686","","","","","2185.6634421001"
"2024-02-24","605.2187796808","","274.2743812553","189.8231436859","","192.191342496","111.6","93.6456815129","125.358234","61.2700852244","73.3661934","25.1258038358","45.0864000936","37.4390830674","55.2453625094","31.9315412762","0.538187466","18.3919174477","18.3936693631","11.16","25.8208562258","6.125448225","","8.377355556","8.9268318528","5.3875861704","1.8870926633","2.88","2.4","2.38","","4.8342088591","","1.0876739004","2.665219482","","2.2860434496","1.153944","1.1294738827","0.9830202896","0.1526688","0.242881368","0.0093","0.1076613833","","0.003906","0.0031854736","","0.00010272","","","0.0000000352","0.0000009834","0.0000009631","","","","","2048.9042685978"
"2024-02-25","610.0227211066","","258.1582202136","181.12598992","","163.2177230142","111.6","93.4492378678","104.13861","53.9824735535","67.9571088","25.610285851","45.0864000941","37.4367251444","22.9602101211","31.934598913","0.87229536","18.3919161609","18.0842717956","11.16","25.8210094587","5.7350836617","","8.377300872","8.0049995778","5.3875861704","1.8871707792","2.88","2.4","2.4","","4.8342088615","","1.0254680604","2.461027752","","2.1224761656","1.153944","1.0366166138","0.9795248198","0.1545102","0.242546568","0.0093","0.0996734993","","0.004557","0.0014986004","","0.000189388","","","0.0000000326","0.0000007608","0.000000952","","","","","1932.2074817098"
"2024-02-26","601.301173417","","362.5211102222","199.4944137906","","179.915895202","111.6","94.0023300016","112.9296675","71.3893690715","78.9198","30.9658186962","45.0864000965","37.4429693101","50.1466715273","31.9291992515","0.515776512","18.3919171139","18.7648787916","11.16","25.8215910958","6.0977362806","","8.377058328","10.2369498228","5.3875861704","1.8881279982","2.88","2.4","2.4","","4.8342088699","9.9702786554","1.1304780804","2.6299321874","","2.6753500056","1.153944","1.2029206671","0.983385206","0.1578117","0.2503129758","0.0093","0.115613724","","0.027993","0.0047799653","","0.00010272","","","0.0000000374","0.0000009865","0.0000007251","","","","","2147.1128537057"
"2024-02-27","610.218358147","","446.6470343261","203.2710440857","","177.4366354176","111.6","94.0682209061","95.0666925","62.132062403","77.9552598","32.0401810233","45.0864000984","37.4437875658","53.8941003126","31.93590806","0.69134712","18.3919135774","18.7999431671","11.16","25.8217598938","6.5315929523","","8.377052376","10.0488629028","5.3875861704","1.8888047117","2.88","2.4","2.4","","4.8342088615","7.2131160319","1.1114474904","2.651922528","","1.9535059536","1.153944","1.2435235117","0.9850693861","0.1101957","0.2547836028","0.0093","0.1149234969","","0.022785","0.0033208169","","0.00010272","","","0.0000000332","0.0000009741","0.0000007209","","","","","2215.2366983451"
"2024-02-28","630.6280448714","","337.3492836231","205.7281574952","","166.2995851276","111.6","93.897331925","92.7030975","57.6437149535","78.6617808","37.8072911418","45.0864000989","37.4437990312","34.6239859629","31.9376390289","0.564136884","18.3919093257","18.88420523","11.16","25.8222077822","6.9899279182","","8.377016292","10.1792034852","5.3875861704","1.8917496437","2.88","2.4","1.92","","4.8342088436","8.4827814842","1.0947493404","2.605353615","","1.3969690296","1.153944","1.231003909","0.9854804164","0.3732741","0.2634242106","0.0093","0.1192785173","","0.023436","0.0028389162","","0.00010272","","","0.0000000346","0.0000007391","0.0000009539","","0.0000000843","","","2098.8342012051"
"2024-02-29","604.5756215467","","364.3673331858","205.4967493898","","168.6523141707","111.6","93.8404960188","88.30536","56.4409078329","80.1046944","42.1425119777","45.086400097","37.4421699667","70.6948005276","31.9351826766","0.524790072","18.3918847059","19.0247677224","11.16","25.8226418167","6.2050415719","","8.377066884","10.3558452078","5.3875861704","1.8973476248","2.88","2.4","1.44","","4.834208858","9.7346184233","1.1006641404","2.616376719","","1.3731556356","1.153944","1.3710572057","0.9867595807","0.1995129","0.2686388376","0.0093","0.1188599357","","0.064449","0.0031729538","","0.00010272","","","0.0000000364","0.0000009865","0.0000007338","","","","","2138.3863362327"
"2024-03-01","570.971297883","11924.48","595.8376987692","223.4078992779","5496.6373009846","220.7948586484","111.6","93.8388258393","95.81418","0.1965286904","82.4497452","41.5196616761","45.0864000955","37.2528100832","29.5643686514","31.8114428268","7.973218104","18.2767635579","18.891952499","11.16","27.6273650631","6.4777388401","372","8.746569276","10.8225832001","5.039999916","1.7793606925","2.88","2.4","1.44","0.8444121","4.8276061693","12.5370368165","1.08374814","2.6187941425","","1.3355116188","1.153944","1.097243614","0.9865933923","0.1828101","0.2529798","0.0093","0.1159009185","","0","0.0035204804","","0.000108384","","","0.0000000364","0.000000767","0.0000009624","","","","-384.76","19739.0680812166"
"2024-03-02","583.2045241217","","227.3834391636","200.4108263445","","210.407028573","111.6","93.7581059986","261.782166","43.4006727816","79.7686668","32.2801406386","45.0864000936","37.2639865215","34.6313141714","31.7871172217","27.921049806","18.2767651751","18.8754793821","11.16","33.7509315709","6.0430008722","","8.370729864","10.7773094051","5.039999916","1.783020492","2.88","2.4","1.48","","4.8276061411","","1.08072657","2.617869369","","1.3119104508","1.153944","1.432612791","0.983519976","0.0973338","0.2527566","0.0093","0.1147299819","","0","0.0027310173","","0.000108384","","","0.0000000376","0.0000009865","0.0000009592","","","","","2155.4078259776"
"2024-03-03","301.4696546416","","229.8653904648","202.4251491078","","201.7796524285","111.6","93.6249092805","183.444918","58.0049522644","73.77597","32.1879300806","45.0864000941","37.2506879414","73.3351684899","31.782450049","27.085403328","18.2768029298","18.4235613651","11.16","33.751087782","5.7744690416","","8.370743628","9.1171161851","5.039999916","1.783020492","2.88","2.4","1.48","","4.8276107262","7.7518234135","1.07920044","2.616495852","","1.2477358008","1.153944","1.3683331016","0.9825141134","0.33814335","0.2529333","0.0093","0.1087316244","","0","0.0029118865","","0.000108384","","","0.000000037","0.0000009865","0.0000007287","","","","","1842.9152252548"
"2024-03-04","297.0600032676","","274.8200490084","220.4126591057","","206.0116822511","111.6","93.9297549256","190.298274","68.0940406902","74.6705928","39.2741625544","45.086400096","37.2660607322","21.0610529809","31.77882023","29.900162346","18.2768226294","18.6995348316","11.16","33.7513100103","6.5344209721","","8.3652706699","10.1372823943","5.039999916","1.7834635993","2.88","2.4","1.44","92.5177381239","4.8276045258","5.617570167","1.08177003","2.630708019","","1.2951202308","1.153944","1.4077777575","0.9836931711","3.7033437","0.24917975","0.0093","0.1118399008","","0","0.0011956327","","0.000103344","","","0.0000000368","0.000000767","0.0000009632","","","","","1977.3227101306"
"2024-03-05","308.652354527","","327.03894276","236.6938866469","","200.0809586532","111.6","94.1497897039","198.503478","70.9831298244","71.5184508","38.9776637226","45.086400096","37.2693189855","27.5712740689","31.7787400351","32.595086958","18.2768298755","18.870687612","11.16","33.7517646322","6.2365641073","","8.3593478266","10.9412472243","5.039999916","1.7842875648","2.88","2.4","1.44","30.268644148","4.8276041072","10.6160507301","1.10006127","2.67472743","","1.3297817028","1.153944","1.4550194491","0.985075839","0.58082685","0.2553682","0.0093","0.1156256073","","0.251286","0.0037534763","","0.000103344","","","0.0000000336","0.0000009834","0.0000009522","","","","","2009.2673776632"
"2024-03-06","307.5592898992","","323.543319396","243.6552225271","","199.8223931545","111.6","94.1596391488","181.06635","68.0151994418","69.0042516","44.2937482931","45.086400096","37.2676307034","71.9671600262","31.7830311468","32.712932652","18.2768312981","18.6629435172","11.16","33.7518452289","6.7421163032","","8.370772272","10.3087323693","5.039999916","1.7856707647","2.88","2.4","1.44","","4.8276041244","13.5095475157","1.08536913","2.7027513949","","1.2926845608","1.153944","1.4377674092","0.9851602861","0.1001331","0.25884495","0.0093","0.1189428729","","0.092442","0.0013448785","","0.000103344","","","0.0000000388","0.0000009927","0.0000009689","","","","","2009.9314213212"
"2024-03-07","318.4239063357","","278.7351851796","235.945200998","","188.3763076105","111.6","94.5284991598","214.323522","74.3296120851","74.3215266","45.724287857","45.086400096","37.2449598051","24.3124218491","31.7861850852","32.401101048","18.2768323115","18.9957390555","11.16","33.7522239238","6.2661772938","","8.370762972","11.4952840293","5.039999916","1.792508033","2.88","2.4","1.44","1.7933808297","4.8276041163","17.5607961989","1.10385567","2.71222689","","1.4106831468","1.153944","1.5332592693","0.9877176335","1.5631533","0.27411","0.0093","0.1232695531","","0.079422","0.0033434043","","0.000103344","","","0.0000000498","0.0000009803","0.0000007268","","","","","1964.1448143568"
"2024-03-08","311.0288262435","","189.3618808836","205.1673346355","","191.6068506373","111.6","95.5356122047","230.425914","69.7476729869","80.3063556","45.5248263377","45.086400096","37.2405638367","23.3875460385","31.7995017443","43.946130348","18.2768316412","18.7228744414","11.16","33.7526220818","6.4255091605","","8.370791616","13.1969687343","5.039999916","1.8045351921","2.88","2.4","1.44","0.001576968","4.8276041247","","1.10519487","2.765753226","","1.4104218168","1.153944","1.8080123892","0.992895172","","0.2769426","0.0093","0.151562243","","0.001302","0.0016614286","","0.000103344","","","0.0000000554","0.0000007546","0.0000009592","","","","","1849.7418243275"
"2024-03-09","298.483535868","","183.4091978916","181.3458988401","","195.869684115","111.6","95.8785942604","227.208858","70.5749937745","83.678145","45.648357341","45.086400096","37.2483978782","79.998558162","31.8031806276","47.570631252","18.2768327693","18.7430640761","11.16","33.7532205763","5.9411237052","","8.375568468","13.7257760343","5.039999916","1.8051924432","2.88","2.4","1.44","0.001576968","4.8276041249","2.8007964705","1.10015892","2.795904756","","1.4670917388","1.153944","1.9212163407","0.9958669381","","0.27641715","0.0093","0.1598468618","","0.014973","0.0012329989","","0.000103344","","","0.0000000544","0.0000009834","0.0000009535","","","","","1876.4712466978"
"2024-03-10","303.2468419799","","173.6759102592","211.2693160999","","186.2331882007","111.6","95.6069745414","168.561756","57.9988392971","78.981645","45.1475293153","45.0864000965","37.2475414523","20.350948359","31.7998299612","50.990047998","18.276824621","18.53105567","11.16","33.753834692","5.9060269737","","8.377017036","12.5170155093","5.039999916","1.8051924432","2.88","2.4","1.44","0.001576968","4.8276040952","1.4434185109","1.09784322","2.813925552","","1.2675373608","1.153944","1.8586817913","0.9949013729","0.21064965","0.2771379","0.0093","0.1547100279","","0.00651","0.0012307522","","0.000103344","","","0.0000000588","0.000000971","0.0000009535","","","","","1756.0028119502"
"2024-03-11","332.7888794397","","293.3499153648","212.1933851926","","204.1534934358","111.6","100.0255942892","203.252058","73.3421878293","92.950896","49.9925867188","45.0864001239","37.2683407772","26.9982549894","31.7943298332","60.392370504","18.2768254542","19.5867153359","11.16","33.7548243583","6.989428901","","8.377026336","15.6392967793","5.039999916","1.8071734798","2.88","2.4","1.44","0.001576968","4.8276041067","14.6977698657","1.12803102","2.826076839","","1.3660040868","1.153944","2.1105643652","0.9999882336","0.01076475","0.2666658","0.0093","0.1718018617","","0.031248","0.0012205369","","0.000103344","","","0.0000000534","0.000000767","0.0000007364","","","","","2032.1426483928"
