date-time,date-time,Relational Database Service($),Tax($),EC2-Other($),OpenSearch Service($),EC2-Instances($),Support (Business)($),ElastiCache($),CloudWatch($),Certificate Manager($),Elastic File System($),Elastic Load Balancing($),Managed Streaming for Apache Kafka($),VPC($),Elastic Container Service for Kubernetes($),CIS  Linux 2 Benchmark - Level 2($),S3($),EC2 Container Registry (ECR)($),CloudTrail($),Secrets Manager($),Key Management Service($),FSx($),Inspector($),DynamoDB($),Cost Explorer($),Lambda($),SQS($),SNS($),CloudFront($),Service Catalog($),Athena($),Glue($),Fault Injection Simulator($),Direct Connect($),CloudWatch Events($),SES($),Simple Workflow Service($),Glacier($),Step Functions($),Systems Manager($),CloudShell($),CodeArtifact($),Migration Hub Refactor Spaces($),X-Ray($),Location Service($),Refund($),Total costs($)
2023-04-11,2023-04-11,653.6176510573,0.0,314.3991381713,364.2358144182,326.6308030893,0.0,105.7298400393,107.3180453588,0.0,15.7590411098,28.7610585512,42.4633742164,17.1248768209,24.552,20.24,8.6811484194,0.3143267745,0.0,1.4812244341,0.78797631,0.0,3.2245622445,0.07928064,0.0,0.0,0.000135036,0.0019305814,0.0042247882,0.0,0.0,0.00063147,0.0,0.0,0.00021018,0.0,0.0,1.9257e-06,3.042e-07,0.0,0.0,1e-08,0.0,0.0,0.0,0.0,2035.4072959505
2023-04-12,2023-04-12,644.9109759355,0.0,321.887937472,364.2416060619,302.5069772239,0.0,105.7298400396,104.0578365758,0.0,16.2226613684,26.9600904309,42.463137236,21.1598341845,24.552,22.76,8.7507508856,0.3164441648,0.0,1.5330616008,0.78577779,0.0,2.4475225591,0.07928064,0.0,0.0,0.00010044,0.0025971086,0.0023231953,0.0,0.0,0.00050871,0.0,0.0,0.00017484,0.0,0.0,1.9331e-06,2.704e-07,0.0,0.0,2e-09,0.0,0.0,0.0,0.0,2011.3714406682
2023-04-13,2023-04-13,648.504625742,0.0,324.3407781209,364.241737853,366.8327295438,0.0,105.7298400396,106.5292868552,9.765,16.988522131,25.8131427062,42.463953735,19.1350420921,24.552,24.36,8.7944617462,0.3171629126,0.0,1.4919380341,0.78935457,0.0,2.5170592492,0.07928064,0.0,0.0,0.000121272,0.0044450311,0.0162156099,0.0,0.0,0.00109833,0.0,0.0,0.00036177,0.0,0.0,1.7807e-06,5.334e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093.268160298
2023-04-14,2023-04-14,520.9576089342,0.0,314.2597627023,364.255877919,277.9145352079,0.0,105.7298400395,104.8969165199,0.0,17.2279668612,25.9093269114,42.4654136798,31.5770931264,24.552,21.3,8.8719140736,0.3172518552,0.0,1.5243475008,0.7956795,0.0,2.2146212844,0.07928064,0.0,0.0,9.3744e-05,0.0023988979,0.0025682058,0.0,0.0,0.00220224,0.0,0.0,8.928e-05,0.0,0.0,1.877e-06,9.479e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864.8567919482
2023-04-15,2023-04-15,520.7277876632,0.0,313.0624477851,364.2448805017,281.7318308433,0.0,105.7298400492,104.0738251398,0.0,17.3284332846,25.7858476999,42.4654138237,18.6014021315,24.552,21.02,8.94495348,0.3172518552,0.0,1.5148522008,0.7972698,0.0,2.6050358968,0.07928064,0.0,0.0,2.6784e-05,0.0027325291,0.0032184898,0.0,0.0,0.00211854,0.0,0.0,8.928e-05,0.0,0.0,1.8975e-06,9.46e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853.5905412612
2023-04-16,2023-04-16,509.1908828059,0.0,308.4984992438,364.2490840206,234.1489784525,0.0,105.7298400427,112.802608501,0.0,17.4318692309,26.2194206523,42.4645948816,17.006695755,24.552,18.94,8.9912879996,0.3172518552,0.0,1.4398709508,0.79582458,0.0,1.9888752462,0.07928064,0.0,0.0,2.0088e-05,0.0003625012,0.0001483795,0.0,0.0,0.00213156,0.0,0.0,2.604e-05,0.0,0.0,1.8753e-06,9.952e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1794.8495562973
2023-04-17,2023-04-17,553.9964589902,0.0,318.5112573835,364.256371525,326.4025020078,0.0,105.7298400399,114.5655532593,0.0,17.5246778611,26.3168488601,42.4671835885,17.0070733769,24.552,21.66,9.0589590747,0.3182087652,0.0,1.5416269008,0.79462488,0.0,0.5125504025,0.079280832,0.0,0.0,1.3764e-05,0.0018227799,0.0094940366,0.0,0.0,0.00206739,0.0,0.0,3.162e-05,0.0,0.0,1.8102e-06,8.982e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.3084500464
2023-04-18,2023-04-18,521.671865488,0.0,312.5175391627,364.2704807695,299.3328396328,0.0,105.7298400399,112.5927509979,0.0,17.6077307356,26.2918110171,42.4671084669,17.0006426669,24.552,20.32,9.1271037638,0.3194727065,0.0,1.5326059008,0.79511592,0.0,0.0,0.079280832,0.0,0.0,6.696e-06,0.0019360964,0.021447087,0.0,0.0,0.00194463,0.0,0.0,0.0,0.0,0.0,1.9255e-06,8.804e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876.2335254157
2023-04-19,2023-04-19,521.6195724104,0.0,314.278009741,364.2812262544,278.3665903526,0.0,105.7298400478,118.026162559,0.0,17.6917047301,26.3220807212,42.4663808995,17.8405689083,24.552,20.32,9.2004239345,0.3199396942,0.0,1.4814848341,0.79560138,0.0,0.0,0.079280832,0.0,0.0,7.068e-06,0.0021274175,0.0192525307,0.0,0.0,0.00195579,0.0,0.0,0.0,0.0,0.0,1.8979e-06,9.132e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1863.3942129164
2023-04-20,2023-04-20,547.8675809584,0.0,312.4197836717,364.3172824622,291.1520426514,0.0,105.729840048,122.2120486399,0.0,17.7864528247,26.3134632745,42.4661898009,26.951044327,24.552,20.02,9.2705867581,0.3221217331,0.0,1.5254867508,0.79614543,0.0,0.0,0.079280832,0.0,0.0,8.928e-06,0.0081751318,0.0178484671,0.0,0.0,0.00197346,0.0,0.0,0.0,0.0,0.0,1.9567e-06,9.146e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913.8093590209
2023-04-21,2023-04-21,646.9848437924,0.0,309.3848758645,364.3605636712,260.6625010734,0.0,105.729840048,127.0301989754,0.0,17.8787277384,26.3293417649,42.4663172839,19.1975827826,24.552,20.56,9.3436559485,0.3247959024,0.0,1.5448307508,0.79569345,0.0,0.0,0.0792808335,0.0,0.0,1.4136e-05,0.0041968553,0.0230465959,0.0,0.0,0.00194742,0.1209,0.0,0.0,0.0,0.0,1.9021e-06,8.64e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977.3751576532
2023-04-22,2023-04-22,637.8666535164,0.0,304.30796708,364.3744757038,181.8052349058,0.0,105.7298400449,130.1196441969,0.0,17.9722808595,26.3142750063,42.4654852088,17.0246917424,24.552,19.14,9.4027540742,0.3261592097,0.0,1.5068402508,0.79537539,0.0,0.0,0.0792808327,0.0,0.0,6.696e-06,0.0037294872,0.0033481286,0.0,0.0,0.00192975,0.0,0.0,0.0,0.0,0.0,1.8976e-06,8.204e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1883.791974802
2023-04-23,2023-04-23,595.8362091846,0.0,309.5839808409,364.3492322454,132.2438865086,0.0,105.72984004,121.2306074916,0.0,18.083265464,26.4931855815,42.4659987719,16.9447862926,24.552,21.24,9.4760311959,0.3272403462,0.0,1.5574973508,0.79566834,0.0,0.0,0.079280832,0.0,0.0,1.3392e-05,0.0038323087,0.011250365,0.0,0.0,0.00206181,0.0,0.0,0.0,0.0,0.0,1.7881e-06,9.223e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1791.0058710721
2023-04-24,2023-04-24,539.8957034732,0.0,314.9840119962,364.3442789744,276.081769766,0.0,105.7298400507,116.0233844137,0.0,18.2271808986,26.3285413489,42.466182121,17.0464418015,24.552,22.94,9.5423761098,0.3275210412,0.0,1.6204444008,0.79382415,0.0,0.0,0.0792808326,0.0,0.0,3.72e-07,0.0015486672,0.0181901271,0.0,0.0,0.00181815,0.0,0.0,0.0,0.0,0.0,1.8976e-06,8.029e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1881.0043413954
2023-04-25,2023-04-25,556.7145833293,0.0,315.03547775,364.3420736416,284.252928105,0.0,105.7298400557,122.2995651296,0.0,18.3141092421,26.3123839696,42.4663144632,17.092688902,24.552,23.6,9.2214430154,0.3276721584,0.0,1.6754270328,0.7943124,0.0,0.0,0.0792808344,0.0,0.0,7.068e-06,0.0021087554,0.012618509,0.0,0.0,0.00178188,0.0,0.0,0.0,0.0,0.0,1.8516e-06,7.848e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912.8266188779
2023-04-26,2023-04-26,555.1306983209,0.0,315.5034100753,364.3712237279,286.6678000754,0.0,105.7298400536,126.9599275177,0.0,18.3991697967,26.3135712766,42.46617052,17.073609651,24.552,23.96,9.2782679243,0.3276721584,0.0,1.6774936992,0.79394133,0.0,0.0,0.079280835,0.0,0.0,1.3764e-05,0.0017999036,0.031895069,0.0,0.0,0.00175398,0.0,0.0,0.0,0.0,0.0,1.94e-06,8.012e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919.3195424198
2023-04-27,2023-04-27,554.1627136456,0.0,318.0981942207,364.3791015084,266.2215779392,0.0,105.7298400447,134.8693947468,0.0,18.4888690668,26.3226664958,42.9034299414,21.8453343671,24.552,24.1,9.3416010717,0.3285223386,0.0,1.6522069992,0.78787587,0.0,0.0,0.0792808343,0.0,0.0,2.0088e-05,0.0017602459,0.0343835221,0.0,0.0,0.00155403,0.0,0.0,0.0,0.0,0.0,1.8964e-06,5.484e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913.9003294211
2023-04-28,2023-04-28,553.3229167105,0.0,316.8506000762,364.3896125213,264.0774132953,0.0,105.72984004,133.6313792997,0.0,18.5813984589,26.3201563051,42.4713923521,24.8840522075,24.552,24.14,9.4118003032,0.3295584842,0.0,1.6231315829,0.78979818,0.0,0.0,0.0792808343,0.0,0.0,3.348e-05,0.0018200241,0.0284086808,0.0,0.0,0.00108438,0.0,0.0,0.0,0.0,0.0,1.8988e-06,7.137e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911.2156798286
2023-04-29,2023-04-29,541.4140086934,0.0,311.0503446079,364.39920297,215.4295467155,0.0,105.7298400397,117.8013532751,0.0,18.6855563243,26.3273973881,42.4704996812,17.005810531,24.552,21.9,9.4864945813,0.3298149816,0.0,1.6523769829,0.79096998,0.0,0.0,0.0792808313,0.0,0.0,1.3392e-05,0.0011928897,0.0078152973,0.0,0.0,0.00096906,0.0,0.0,0.0,0.0,0.0,1.9045e-06,3.417e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.1144904685
2023-04-30,2023-04-30,541.6315249907,0.0,308.7706257992,364.4067243395,143.3626050364,0.0,105.7298400402,112.0414397806,0.0,18.7950724471,26.4889576049,42.4710389506,16.9775661681,24.552,21.66,9.564204593,0.3298149816,0.0,1.7294899992,0.79685409,0.0,0.0,0.079280831,0.0,0.0,6.696e-06,6.11399e-05,0.0029119926,0.0,0.0,0.00146475,0.0,0.0,0.0,0.0,0.0,1.9543e-06,6.637e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739.3914868486
2023-05-01,2023-05-01,548.9406589698,10430.08,304.3898177638,363.3089725101,231.1865417478,4356.4880326286,105.7298400396,105.2459581779,1488.0,18.2809283629,26.3018086975,42.1975665059,17.0103064762,24.552,23.96,10.1006781705,0.319175808,0.0,1.7313715524,0.75778968,0.0,0.0,1.2575e-06,0.0,0.0,6.696e-06,0.0022161245,0.0,0.0,0.0,0.00108996,0.0,0.0,0.0,0.0,0.0,2.0036e-06,1.1022e-06,0.0,0.0,0.0,0.0,0.0,0.0,-304.95,17793.6347642348
2023-05-02,2023-05-02,549.3683957081,0.0,287.9120531513,363.2705455787,291.9407306519,0.0,110.919240038,123.4995843761,0.0,18.3662769827,26.3205635602,42.2000590876,17.2068100466,24.552,23.96,10.1605227812,0.3193040437,0.0,1.7194815024,0.76350918,0.0,0.0,0.07928064,0.0,0.0,3.72e-07,0.001734863,0.0001164367,0.0,0.0,0.00010044,0.0,0.0,0.0,0.0,0.0,2.0036e-06,4.8e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892.5603114918
2023-05-03,2023-05-03,549.9993196288,0.0,277.5262577862,363.2908521682,272.6154451231,0.0,137.7311400288,131.5794380278,0.0,18.4663385797,26.3375712937,42.2019383989,17.2288297802,24.552,23.94,10.2663672702,0.3195893012,0.0,1.6671506023,0.76644426,0.0,0.0,0.07928064,0.0,0.0,2.0088e-05,0.0017568785,0.0001534309,0.0,0.0,0.00095976,0.0,0.0,0.0,0.0,0.0,2.0024e-06,3.427e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1898.5708553916
2023-05-04,2023-05-04,549.3800349377,0.0,276.883278028,363.2845042165,300.4844465942,0.0,152.6474100233,139.7106954764,0.0,18.5672844048,26.3256679296,42.1980857304,17.1247658711,24.552,24.0,9.9203082363,0.319744584,0.0,1.7061220524,0.77233116,0.0,0.0,0.07928064,0.0,0.0,2.046e-05,0.003896357,1.36996e-05,0.0,0.0,0.00171585,0.0,0.0,0.0,0.0,0.0,1.9624e-06,6.325e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1947.9616088462
2023-05-05,2023-05-05,549.7009921131,0.0,275.400937813,363.2894564435,264.9306010587,0.0,161.0834400205,123.7641413947,0.0,18.6456449937,26.3219274153,42.1973009307,17.1032656976,24.552,23.52,9.9792263052,0.3253939621,0.0,1.7003235024,0.76197189,0.0,0.0,0.07928064,0.0,0.0,2.0088e-05,0.0020989043,0.0,0.0,0.0,0.00129456,0.0,0.0,0.0,0.0,0.0,1.9824e-06,7.987e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1903.3593205139
2023-05-06,2023-05-06,538.2130507782,0.0,267.6549740544,363.3014895792,200.5394977894,0.0,161.0834400193,123.7223303686,0.0,18.7331026751,26.3343961191,42.1937996737,20.179349641,24.552,21.36,10.0317621419,0.3270784848,0.0,1.6332472524,0.7711203,0.0,0.0,0.07928064,0.0,0.0,2.0088e-05,0.0017404644,0.0011600384,0.0,0.0,0.0005301,0.0,0.0,0.0,0.0,0.0,2.0024e-06,8.13e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.7133722916
2023-05-07,2023-05-07,538.3131453601,0.0,267.5510137741,363.3069427691,144.4760910899,0.0,161.0834400182,127.8637817516,0.0,18.8359346382,26.5032083,42.1908845472,20.0406878637,24.552,21.18,10.1032343817,0.3270784848,0.0,1.6215199524,0.77256552,0.0,0.0,0.07928064,0.0,0.0,3.348e-05,0.0004194582,0.0009861241,0.0,0.0,0.0024552,0.0,0.0,0.0,0.0,0.0,1.9905e-06,1.1887e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.8047065325
2023-05-08,2023-05-08,558.7097070673,0.0,274.6692480381,363.3098885652,274.702836276,0.0,145.2269400202,134.7227803671,0.0,18.9356071808,26.3507284174,42.1952130543,17.2898416451,24.552,23.48,10.1761509055,0.327184553,0.0,1.6933206024,0.77430369,0.0,0.0,0.07928064,0.0,0.0,2.0832e-05,0.0108240274,0.0048879623,0.0,0.0,0.00149265,0.0,0.0,0.0,0.0,0.0,1.9755e-06,6.654e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1917.212259135
2023-05-09,2023-05-09,522.7011900562,0.0,257.0746950216,363.317467716,320.6164995802,0.0,112.6490400167,136.4679927302,0.0,19.034299631,26.3428327836,42.1943460734,18.7531618197,24.552,23.48,10.2412730806,0.3285228531,0.0,1.6932648024,0.76771092,0.0,0.0,0.07928064,0.0,0.0,2.0088e-05,0.0021699761,0.0064422682,0.0,0.0,0.00089094,0.0,0.0,0.0,0.0,0.0,1.9753e-06,4.54e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.3031034263
2023-05-10,2023-05-10,516.1374997005,0.0,250.5341982028,358.3690463257,338.1083186144,0.0,112.6490400185,140.1562279628,0.0,19.1269004186,26.355449405,42.1979601946,17.1716450825,24.552,23.48,10.3072489344,0.3311448726,0.0,1.6950132024,0.76592532,0.0,0.0,0.07928064,0.0,0.0,2.0088e-05,0.001833135,0.0140776023,0.0,0.0,0.00057846,0.0,0.0,0.0,0.0,0.0,1.9895e-06,2.438e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1882.0334104134
2023-05-11,2023-05-11,516.4776817697,0.0,248.8163469477,350.1452360933,338.2705068474,0.0,112.7215800279,117.7457791898,0.6975,19.2161841357,26.3487913985,42.1973742191,17.6702072708,24.552,23.88,10.368479465,0.3316448976,0.0,1.6989052524,0.76795365,0.0,0.0,0.07928064,0.0,0.0,6.7332e-05,0.0022156632,0.0166462436,0.0,0.0,0.00183489,0.0,0.0,0.0,0.0,5.88e-07,1.9755e-06,1.0038e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1852.006219501
2023-05-12,2023-05-12,517.1725187988,0.0,248.2170669869,350.1513753472,339.363372193,0.0,112.1133600299,121.4918242325,0.6975,19.3043031293,26.3319980662,42.1972210883,20.493379158,24.552,23.96,10.4388198107,0.331976575,0.0,1.6977799524,0.77038095,0.0,0.0,0.07928064,0.0,0.0,1.3392e-05,0.0021674952,0.0088457324,0.0,0.0,0.0026319,0.0,0.0,0.0,0.0,0.0,2.0674e-06,1.4633e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859.3778190085
2023-05-13,2023-05-13,504.1919728231,0.0,242.2440562396,350.1637003324,296.8119188552,0.0,112.1133600314,124.3228508596,0.0,19.3993311009,26.3505540217,42.1963481429,26.0231627765,24.552,21.66,10.4973392466,0.3321638304,0.0,1.6325172024,0.77483658,0.0,0.0,0.07928064,0.0,0.0,1.3392e-05,0.0002705715,0.0009627232,0.0,0.0,0.00204786,0.0,0.0,0.0,0.0,5.88e-07,2.0528e-06,8.619e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803.3486907321
2023-05-14,2023-05-14,504.5034008743,0.0,242.4550188937,350.1697106711,284.3432317897,0.0,112.1133600355,129.1761174603,0.0,19.5003348183,26.5238776401,42.1962135124,27.407786474,24.552,21.64,10.5652670528,0.3321638304,0.0,1.6319359524,0.76350639,0.0,0.0,0.0792808331,0.0,0.0,6.696e-06,0.0004699141,0.0016892668,0.0,0.0,0.0007068,0.0,0.0,0.0,0.0,0.0,2.0688e-06,3.413e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1797.9560813151
2023-05-15,2023-05-15,516.4006413797,0.0,248.1820058856,350.1732448698,251.2715193324,0.0,110.305440036,136.0966044967,0.0,19.5942710131,26.3150335685,42.1954555419,17.0278226813,24.552,23.96,10.6321501135,0.3321638304,0.0,1.6885869024,0.7624713,0.0,0.0,0.0792808332,0.0,0.0,0.0,0.0017602458,0.0052221791,0.0,0.0,0.00099789,0.0,0.0,0.0,0.0,0.0,1.9989e-06,4.731e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779.5766745714
2023-05-16,2023-05-16,520.247614442,0.0,249.5857043621,343.0442345233,220.8321617528,0.0,70.3424106253,140.0910870631,0.0,19.6862063825,26.3622155414,35.6582327418,17.7327236676,24.552,24.06,10.7014958844,0.3324900775,0.0,1.6918326024,0.7624434,0.0,0.0,0.0792808315,0.0,0.0,3.72e-07,0.0017112382,0.0045117733,0.0,0.0,0.00114111,0.0,0.0,0.0,0.0,0.0,1.9612e-06,6.524e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1705.7695010048
2023-05-17,2023-05-17,516.1187344129,0.0,247.7715895292,341.198436453,250.1217038347,0.0,60.7773607561,116.5085308773,0.0,19.7787614772,26.355568352,34.5343662704,18.4223171395,24.552,23.96,10.7696694386,0.3326503104,0.0,1.6955898024,0.76581651,0.0,0.0,0.0792808332,0.0,0.0,1.116e-06,0.0028680279,0.0039675405,0.0,0.0,0.00124341,0.0,0.0,0.0,0.0,0.0,1.7704e-06,6.478e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1693.7504585095
2023-05-18,2023-05-18,515.844513977,0.0,244.722082126,325.3019049116,236.5734384046,0.0,60.7773607284,110.834190827,0.6975,19.8734775652,26.3554301602,34.5327378948,17.0438065375,24.552,21.92,10.8442287628,0.3326503104,0.0,1.6832115024,0.76777788,0.0,0.0,0.0792808332,0.0,0.0,1.3764e-05,0.0017695707,0.011603361,0.0,0.0,0.00284859,0.0,0.0,0.0,0.0,2.941e-07,1.8455e-06,1.2314e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652.7518310778
2023-05-19,2023-05-19,525.1840481337,0.0,244.1787698242,313.9369237097,237.4386980202,0.0,60.7773607043,110.0341501025,0.0,19.9734981169,26.3573562949,34.5340837863,17.8115447034,24.552,21.08,10.9130938026,0.332803752,0.0,1.6794636024,0.76937097,0.0,0.0,0.0792808322,0.0,0.0,0.0,0.0020565915,0.0088598017,0.0,0.0,0.00214458,0.0,0.0,0.0,0.0,2.941e-07,1.9494e-06,9.922e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649.6455105642
