,Service,Tax($),Savings Plans for  Compute usage($),Relational Database Service($),EC2-Other($),CloudWatch($),S3($),Support (Business)($),VPC($),EC2-Instances($),Tetrate Service Bridge($),Glue($),OpenSearch Service($),Elastic Load Balancing($),ElastiCache($),Redshift($),DocumentDB (with MongoDB compatibility)($),Elastic File System($),Elastic Container Service for Kubernetes($),Elastic MapReduce($),Managed Streaming for Apache Kafka($),CloudTrail($),Certificate Manager($),DynamoDB($),Direct Connect($),SageMaker($),QuickSight($),OCBLateFee($),DMS($),Route 53($),MQ($),Cognito($),CloudFront($),Hardened Red Hat Enterprise 7 (RHEL 7)($),EC2 Container Registry (ECR)($),Config($),SNS($),Rekognition($),Glacier($),CIS  Linux 2 Benchmark - Level 2($),Savings Plans for  Machine Learning($),Systems Manager($),"F5 BIG-IP Virtual Edition - GOOD  (PAYG, 200Mbps)($)",Kinesis($),Lambda($),Backup($),Key Management Service($),Managed Service for Prometheus($),SQS($),API Gateway($),Security Hub($),Secrets Manager($),AppFlow($),X-Ray($),Managed Workflows for Apache Airflow($),Cost Explorer($),Directory Service($),CIS Ubuntu Linux 20.04 LTS Benchmark - Level 1($),Kinesis Firehose($),SES($),Step Functions($),WAF($),DynamoDB Accelerator (DAX)($),Athena($),Inspector($),Antivirus for  S3 - PAYG with 30 DAY FREE TRIAL($),Transfer Family($),FSx($),WorkSpaces($),Budgets($),Service Catalog($),CloudWatch Events($),Pinpoint($),RHEL 8 with Support by Supported Images($),Elastic Container Service($),CIS Ubuntu Linux 22.04 LTS Benchmark - Level 1($),CIS  Linux 2 Benchmark - Level 1 (ARM)($),Elastic Disaster Recovery($),Textract($),Red Hat Enterprise Linux (RHEL) 8.4 with support by ProComputers($),Amplify($),Fault Injection Simulator($),AppSync($),Simple Workflow Service($),CloudShell($),CodeArtifact($),IoT($),CodeCommit($),Migration Hub Refactor Spaces($),Location Service($),CodeBuild($),DevOps Guru($),Data Transfer($),Refund($),Total costs($)
340,2024-03-05,,2595.816,2258.5908044463,1846.5223686862,923.9182446552,1130.8057267708,,877.409134119,1158.8247396428,,565.6901674446,495.9081875215,382.0483937267,405.57739626,92.482550027,237.9501839395,101.4952503512,189.72,143.1925616782,329.4564343104,148.37582514,,140.3321815297,126.1546454184,263.5561590368,78.761743788,,52.2838972039,59.8923990017,62.4443595603,199.011444,74.7699421444,39.96,27.277355031,68.89719,26.1094443291,42.0813375,16.9844738866,11.02,24,40.41493281,19.92,20.7797488864,24.040609992,11.2307932406,16.80790694,34.4896666105,11.0235727512,12.3802861606,15.8411643,9.1423912,15.784607115,0.0,11.49877296,2.985129,3.5867828606,4.04,4.2040640041,4.1275348447,0.0003850059,2.7709586964,2.808,1.4910318,,,,,,0.0186,0.355446,0.0592198535,0.06,,9.29937e-05,,,,,,,,,4.70449e-05,4.12795e-05,0.0,,,0.0,0.0,,,-1.18745e-05,,15467.1823156244
341,2024-03-06,,2595.816,2259.7730892294,1577.9934150291,919.1614945494,1166.7390875867,,1036.7406415748,1185.5315974635,,543.1636308405,501.9004626203,388.7474739161,406.1735262569,63.1208587202,237.6487106813,99.4185132726,191.9554425764,145.1783670912,331.884053986,145.90312998,,140.8556381336,126.1771370451,281.2103631448,76.622743788,,52.2838981134,59.9704214781,62.4427052317,181.700982,71.6614895356,40.08,27.4212847701,63.67524,54.1217016184,42.2871,16.9844738137,11.04,24,39.18644094,19.92,21.9769730201,24.2872594443,11.2580292941,15.21922597,34.4737056506,16.1349343027,11.6672989321,14.609928,8.91574735,4.7464751935,0.0916236,13.6918165434,2.971503,3.6463289057,3.84,4.1933433348,4.7040488967,0.0009043214,2.7327210024,2.808,4.2649335,2.511,,,,,0.0186,0.164052,0.0544767446,0.06,,7.43796e-05,,,,,,4.03e-08,,,4.62458e-05,1.803e-07,0.0,,,0.0,0.0,,,-1.18823e-05,,15397.534152957
342,2024-03-07,,2595.816,2262.9700440594,1812.9867519225,917.0645228906,1144.1917816146,,900.2490546829,1232.0641159956,,495.8616049971,503.5273826365,371.7437596526,405.8712763529,64.1855104689,238.7803395661,99.9634592872,196.5932726726,149.3068930105,336.7635697602,153.3439614,,143.6256962192,126.1540474675,302.1325018703,79.226743788,,52.2838977574,59.977931628,62.4199348575,214.775874,77.5081106195,40.26,27.5788858258,70.639824,36.1489818169,39.49245,16.9844755831,11.24,24,38.539034274,19.92,22.3057526929,25.7062352638,11.3340053385,15.76800048,34.4706201215,13.1281991575,12.8687427341,15.7516332,9.0517426485,5.300474979,0.0972966,11.49877296,2.9674104,3.5098412437,3.84,4.1713083875,3.6996310979,0.0006021326,2.8517708604,2.808,3.04766115,,,,,,0.0186,0.169911,0.0564409987,0.06,,7.55039e-05,,,,,,8.476e-07,,,4.54122e-05,5.845e-07,0.0,,,0.0,0.0,,,-1.17851e-05,,15528.6744546871
343,2024-03-08,12.67,2595.816,2259.7015893774,1783.2573704848,893.6582069595,1095.3744105635,75.6867,861.6484339631,1216.4027812126,,384.52867638,503.5514091629,355.5784080491,406.1735262628,62.7175707831,232.5111217998,100.7070671647,198.4453863238,131.1788344828,334.4252576685,156.62173617,0.6975,147.6694800715,126.1539945809,291.7587174321,75.785743788,,52.2838972486,59.965751976,62.4155007457,230.763876,72.8635697348,40.22,27.4671387516,64.655088,17.6296786993,39.4971,16.9844770274,11.14,24,48.880191594,19.92,22.3032204757,25.0024381298,11.3585866249,18.06380499,34.4865260995,9.9231452257,14.4235568147,12.0704421,8.8679648976,5.1360791349,0.09904965,11.49877296,2.9766429,3.7158015014,3.84,4.1238369832,3.0343697043,0.0004786269,2.8512729384,2.808,0.90150015,,,,,,0.0186,0.11067,0.0564921702,0.06,,0.0017326032,,,,,,4.633e-07,,,4.7011e-05,,0.0,,,0.0,0.0,,,-1.18861e-05,-5.3,15283.8392127269
344,2024-03-09,,2595.816,2251.4720321516,1740.7926103474,892.4121543813,1077.4649994456,,957.5698604058,1108.2099550597,,393.9317352693,503.5538904337,396.461729055,405.8712778577,63.2478425965,230.5828553595,235.3628060189,197.5671495815,134.789171335,333.7858106418,154.5350496,,143.9970385011,126.1284843324,292.7740477089,75.227743788,,52.2838967535,59.98062714,62.423130367,227.46126,73.6443369875,35.92,27.3690360564,28.595826,19.0535294697,38.713575,16.9844768849,9.6,24,52.689979374,19.92,22.3031583237,24.92281855,11.3934850844,15.8243808,34.5171178187,9.9069310721,14.9176499512,6.2596812,8.8628498976,5.0687087722,0.0951576,11.49877296,2.950209,3.5202173378,3.84,4.1302810003,3.0327078555,0.0003165411,2.9071237164,2.808,0.90920985,2.511,,,,,0.1116,0.076818,0.0563844204,0.06,,7.46784e-05,,,,,,8.55e-08,,,4.46829e-05,,0.0,,,0.0,0.0,,,-1.17766e-05,,15252.6786053253
345,2024-03-10,,2595.816,2261.8550433007,1730.8328966693,887.2827217883,1097.5574199756,,865.8476709606,1094.3010098966,,386.1504320769,503.5553829069,352.6620388392,405.8712795945,61.6781893387,227.0002677685,242.7265395972,196.416,132.5526333066,334.4691058297,149.96451531,0.6975,152.3043625759,126.1142457119,291.884479243,76.250743788,,52.2838967186,59.973151056,62.4168707822,168.727482,60.0934359601,35.8,27.3697297543,23.350812,8.9732946829,35.426025,16.9844770038,9.6,24,56.315267616,19.92,22.3037254519,25.0157243743,11.4030859294,20.38034199,34.5202235629,8.4464650688,13.7141750376,6.0623445,9.5209643976,3.993935729,0.08757345,11.49877296,2.9602206,3.5479473012,3.84,4.1247488366,2.8716176718,4.80137e-05,2.7075879384,2.808,1.12469085,,,,,,0.6696,0.08463,0.0562957356,0.06,,7.54234e-05,,,,,,,,,4.7042e-05,,0.0,,,0.0,0.0,,,-1.18954e-05,,15026.8277510208
346,2024-03-11,,2595.816,2296.0807087209,1872.2337426622,925.8007346841,1132.8536796108,,952.6506694803,1157.4927150955,,568.0164372801,509.2893858248,388.4254871867,401.6397825579,64.7712206435,237.3757095613,245.8339740366,198.1621268215,151.9322674047,334.9641418389,171.65042643,,148.3027844871,126.0797491135,307.0973658153,77.924743788,,52.2838964921,59.998366704,62.4434669149,203.511342,76.2385011218,40.1,27.7440240841,54.975276,38.8960668116,44.805075,16.984476776,10.9,24,69.99204738,19.92,23.1530424664,26.2549313182,11.5277846691,19.29428834,34.5670413545,13.6377983747,17.0742794365,12.5336844,8.7439491499,19.9766885319,0.1001889,11.49877296,2.9717787,3.7478206382,3.84,4.1654102376,4.2895691239,0.0129073601,2.8329877107,2.808,0.9344082,,,,,,0.6696,0.153636,0.0592375116,0.06,,7.51833e-05,,,,,,,,,4.63944e-05,,0.0,,,0.0,0.0,,,-1.18739e-05,,15892.0943074153
347,2024-03-12,,2595.816,2312.9573978665,1754.4945137306,929.0284845636,1108.7469340088,,1035.3835554846,1083.9761599302,,437.3103995167,512.9041598849,433.2884404952,399.3770941747,64.5563524763,242.5155591948,109.7149557688,200.3316536585,144.662363749,337.9216142979,174.44773902,465.58411068,160.3923592267,126.1276753792,323.7483515878,77.459743788,,51.3473851155,59.998144992,62.4298592519,199.06278,73.2881893776,40.04,27.8122164752,65.661348,19.1848087351,40.861875,16.9844762491,11.52,24,70.484744268,19.92,23.457726115,25.9853381,11.5557395372,19.13053568,34.6318526729,10.0153356046,17.4973900625,13.1302794,8.9700845977,25.5503960311,0.10360107,11.2952595839,2.9663193,3.6072384643,3.86,3.9744796526,3.8801422637,0.0432996343,2.7829038024,2.808,1.14815475,2.511,,,,,0.6696,0.306621,0.0572685787,0.06,,7.59574e-05,,,,,,,,,4.58204e-05,2.132e-07,0.0,,0.0,0.0,0.0,0.0,,-1.19234e-05,,16043.3401219157
348,2024-03-13,,2595.816,2353.0826200117,1939.6708576623,1046.1724879902,1109.9360931282,,944.0607005013,1087.7905128977,,472.2559539176,512.9302760329,365.2878219889,402.1271055222,69.1078433118,252.2625613634,260.0427972366,201.7610978621,143.2198267593,339.6571806082,174.14040192,222.09725436,176.4210161985,126.1529674949,313.0016137833,75.320743788,,51.100935795,60.014749212,62.4193764585,193.446324,72.6583449332,40.36,28.2730775476,83.105544,19.2414801291,44.39355,16.9844754435,11.34,24,73.24579839,19.92,23.9948529006,26.1104656616,11.5746973403,15.84987362,34.689775743,10.2833903196,17.5309780443,15.5736591,9.0258802477,18.9786156352,0.09676185,11.7742473582,2.8920651,3.6112738686,3.94,3.2950874913,4.7012472482,0.0214638205,2.7742049544,2.808,0.94022535,,,,,,0.6696,0.167307,0.0568762602,0.06,,9.92377e-05,,,,,,5.085e-07,,,3.92222e-05,7.442e-07,0.0,,,0.0,0.0,,,-1.18771e-05,,16204.2400669972
349,2024-03-14,42.7,2595.816,2377.6769738581,1700.3339003423,1294.2665053747,1127.3754467966,,989.2169695196,1091.4355289057,,467.3610199625,512.9549308125,376.3195546915,406.4516077365,93.943895131,261.4231387489,258.5509038178,201.6424985268,143.317667592,342.2615408097,182.28447423,,213.9506101522,126.1397783007,314.358844374,74.669743788,,51.1009351646,60.017633328,62.4209652817,218.698242,82.3244158466,40.06,27.9971269244,87.417954,37.9031907058,44.0645625,16.9844767907,11.14,24,81.737945334,19.92,26.8672530385,26.3670072286,11.5954090566,15.39950434,34.7563313817,13.3706362978,18.7687080596,16.111506,8.8565260976,116.3549397456,0.08540004,11.5942638828,2.8482939,3.6018820045,3.82,3.3156100324,3.5259943604,5.4954291,2.9602879104,2.808,1.3394511,,,,,,0.6696,0.492156,0.1975488867,0.06,,0.0001012373,,,,,,1.695e-07,,,2.66014e-05,2.015e-07,0.0,,,0.0,0.0,,,-1.18923e-05,,16391.5008361275
350,2024-03-15,,2595.816,2384.1214349841,1690.2038900892,1375.7802285895,1130.6816353893,,997.0136490435,1132.9662302417,,488.7600760055,512.9815620869,390.9760128142,405.4797593765,94.1268295734,264.1009893653,115.2415928372,199.7487605541,149.8790864771,342.1056908538,179.85207318,,239.2124738925,126.1558543996,316.3483458045,75.506743788,,51.1009356461,60.019909224,62.4351371104,207.417714,81.6123658186,39.96,28.7552662616,66.66519,37.789696901,50.7838125,16.9844782247,11.08,24,91.176915978,19.92,30.3842867396,26.4828363451,11.6273091559,15.84908366,34.8811298395,13.5464820864,19.4619619087,12.3068202,9.071842499,102.3427574579,0.08798265,11.49877296,3.3327573,3.5251898248,3.84,3.3499071868,3.5449015774,14.5986796062,2.9681564544,2.808,1.09210365,2.511,,,,,0.6696,0.359352,0.4510949186,0.06,,9.43456e-05,,,,,,,,,1.24549e-05,6.58e-08,0.0,,,0.0,0.0,,,-1.18803e-05,,16387.4124440166
351,2024-03-16,,2595.816,2534.4375973684,1923.4723660139,1233.5310758205,1081.8972740653,,841.9153834197,947.2702033269,,472.4320183961,513.0073768958,364.1972203751,402.914820719,97.7050255852,261.1544615007,116.5547831386,198.648,131.1942764073,344.5147338534,172.29687501,0.6975,267.7837544987,126.1684905676,317.0332707945,74.111743788,,51.1009390019,59.983225932,62.4467947655,180.779724,74.6438745449,35.48,28.2941934257,46.752588,37.3631553614,47.627625,16.9844790036,9.6,24,90.055057908,19.92,30.3835761451,26.1745194607,11.6518688728,15.35050611,35.1842540444,13.1434937983,18.487748016,8.631888,8.8411404,5.8884863123,0.0811611,11.49877296,4.270563,3.5968077322,3.84,3.3095771853,2.6812606571,6.5964114374,2.8256015904,2.808,0.9489999,,,,,,0.6696,0.811797,0.251559566,0.06,,7.50384e-05,,,,,,,,,3.03936e-05,,0.0,,,0.0,0.0,,,-1.24686e-05,,16021.7735947391
352,2024-03-17,,2595.816,2377.3172706054,1920.5208453567,1209.4886873902,1123.6327126764,,784.5761398455,1027.5285151997,,379.5046853118,513.0308176956,355.1258101332,402.3103222972,69.5934945467,245.1864894033,114.540097739,198.648,137.5866628391,344.6194544918,165.02175564,,288.8422096188,126.1455461176,312.6165979285,74.018743788,,51.1009433549,59.964589848,62.4334495162,164.228142,53.3625948145,35.32,28.3018153446,36.589734,30.0791318289,41.0374125,16.9844789499,9.6,24,85.81893432,19.92,30.3837772171,26.0441062768,11.6775220883,15.37318323,35.0994714341,12.0147569539,16.777668202,8.5230594,8.835903249,5.4702737831,0.08192835,11.49877296,3.3354516,3.700285427,3.84,3.3029652315,2.7606375356,16.1663759647,2.8346560704,2.808,0.99553245,,,,,,0.6696,0.383439,0.4953594093,0.06,,7.27622e-05,,,,,,8.456e-07,,,1.63781e-05,,0.0,,,0.0,0.0,,,-1.18772e-05,,15707.544889043
353,2024-03-18,,2595.816,2278.1403888631,2009.5102561323,1785.2357692759,1178.4032485043,,1002.1317875455,1237.3982179712,,500.7837756276,513.0549679696,368.2643780926,396.8698131199,73.1517004163,275.1734423731,245.5883806414,198.648,146.5489327872,348.9202613824,181.597473,,403.5436305016,126.1793343668,314.6500063403,74.390743788,,51.1009361999,59.9748417147,62.4249938629,160.676844,56.2212993772,39.64,29.3162334011,87.249438,32.8393680709,48.0844875,16.9844778122,11.68,24,96.079904808,19.92,30.3858759618,28.1357159922,11.6996402948,16.46954036,35.1632155689,16.857746853,18.7773862464,17.1666933,8.9078299498,18.5917085108,0.09351615,11.49877296,3.1889031,3.5124157662,3.86,3.3672248058,3.808299918,163.7349452989,2.8625570004,2.808,2.52089985,2.511,,,,,0.6696,0.324849,4.0148578297,0.06,,8.26263e-05,,,,,,4.45e-08,,,2.17608e-05,,0.0,,,0.0,0.0,,,-1.26792e-05,,17461.1846199151
354,2024-03-19,,2595.816,2299.5160121322,1785.9599980131,1827.7690490441,1166.5175847587,,1156.5333283551,1123.0531758246,,522.5529910252,513.0791792732,413.6450333584,391.7315514647,72.7059260828,270.5192763428,252.1127584989,198.6330099243,132.9084652694,359.9592119195,187.41219849,,1196.7574486921,126.0881586089,315.90771059,74.949673788,,51.1009356616,59.9038050262,62.4478660113,187.054992,50.3038568582,40.12,28.6730754711,87.199776,31.4960227691,50.0839875,16.9844762997,12.12,24,101.552445726,19.92,31.2826894576,27.2853911706,11.7640184131,15.80822428,35.2474635373,14.7842506276,20.4289751844,16.7664306,8.905056,5.7239996351,0.09802665,19.3965640968,4.3482279,3.0790758024,3.84,3.36869995,3.7072798861,76.212880478,2.8390949604,2.808,3.17458755,,,,,,0.6696,0.70959,1.9336333627,0.06,,0.0008857799,,,,,,,,,3.38182e-05,9.22e-08,0.0,,,0.0,0.0,,,-1.19011e-05,,18121.3316481105
355,2024-03-20,,2595.816,2221.7095320062,1758.0071123279,2643.2734718883,1201.8114088735,,1075.2119712818,1049.2577961264,,563.6647905327,526.0419957731,411.0329983767,388.4067889468,71.1706500168,281.3076347101,269.9800671116,199.1230913788,135.8749307043,344.9887551923,186.86957325,1.395,1783.1998572742,126.1448622905,317.2002704219,74.299603788,,51.1009346877,59.989950576,62.4195505342,173.125824,46.1968613554,40.32,29.1315368809,108.187644,32.3564623027,48.762225,16.9844765902,12.0,24,104.261867736,19.92,31.5391494595,26.7271653592,11.9896231075,15.70174083,35.34601459,13.2470128666,20.1903859458,17.3484339,9.05873885,5.5356736939,0.1084845,23.1681380648,4.1774016,2.4341668141,3.84,3.3675093442,3.8841439981,26.0843541568,2.7592247004,2.808,9.8947257,,,,,,0.6696,0.547491,0.6792212416,0.06,,0.0033717294,,,,,,4.74e-07,,,2.67292e-05,5.13e-08,0.0,,,0.0,0.0,,0.0,-1.18835e-05,,19325.7152827579
356,2024-03-21,0.34,2595.816,2179.7609556193,1734.7518615825,4269.6716112139,1240.098394756,,987.6327261309,1050.3515699594,,551.3998198528,527.9182960043,378.8883814571,392.7033751442,71.3153018772,282.4813708259,284.8953915839,197.6451124646,132.3074602113,351.7861577241,181.90567035,0.6975,1738.1351434481,126.2084024113,314.4045922603,73.276603788,,51.1009351416,59.992539324,61.7878709146,165.07035,45.2421074592,40.42,29.0234808491,78.622572,32.3839569371,48.441375,16.9844765563,11.48,24,108.12534144,19.92,31.5405039231,26.6942244707,12.026092215,22.3130955,35.3736557536,12.4661126118,20.2995346123,13.7585037,8.9241129,6.2638654856,0.08339775,23.0404058618,3.1109721,2.4019717867,3.86,3.3747502378,3.645527479,13.3955133298,2.7007941024,2.808,1.8747033,2.511,,,,,0.6696,0.689409,0.3696988944,0.06,,0.0099984235,,,,,,3.734e-07,,,2.15638e-05,1.6257e-06,0.0,,,0.0,0.0,,0.0,-1.22244e-05,,20711.252159063
357,2024-03-22,5.16,2526.066,2174.4307546877,2300.2412678066,4094.396323996,1189.0427804654,30.8258,1018.5610165917,1109.5077326783,,526.6568245189,545.7799513893,370.4804503411,394.7214614152,70.7549108218,271.9119932876,296.7052069976,197.7685494004,131.7218153051,356.6440195603,176.92651545,0.6975,1501.369970829,126.2251135743,321.2971546257,74.392603788,,51.100935531,59.993858436,61.0081597873,134.157057,41.6748857304,40.54,28.9879479414,68.783916,42.5817294964,40.982775,16.9844768436,10.72,24,106.776605964,19.92,31.5378701045,27.1818577692,12.0544714002,17.05432048,35.2947471596,14.3665495459,19.6944757883,13.1078199,8.85712345,10.5191586589,0.09199653,22.99754592,3.5468853,2.3945896951,3.88,3.3472945633,3.499942001,23.1009137902,2.6888201664,2.808,1.71166965,,,,,,0.6696,0.587202,0.5999049616,0.06,,7.71815e-05,,,,,,,,,2.69753e-05,4.632e-07,0.0,,,0.0,0.0,,0.0,-1.1872e-05,-2.16,20819.9909168423
358,2024-03-23,,2484.216,2249.6512360446,1977.7180599282,4950.1248417155,1162.2736996139,,1004.7265442268,1008.4687617661,,424.6563916027,551.7498897648,419.1437271728,395.0236972172,70.3572794978,257.5205091658,320.1832007796,198.648,131.1979935217,355.6937438292,163.562634,,1542.1279652066,126.216224925,310.3131167475,72.997603788,,51.1009344101,59.985691176,60.9966795201,96.79254,37.6415136094,37.44,29.485235678,53.607618,32.118789835,39.25995,16.9844770852,9.12,24,99.333262986,19.92,31.5381121043,27.5011712761,12.0738535452,14.95302704,35.2216518999,12.3274183538,18.1178011548,8.9703894,8.769549,13.8542002843,0.098766,22.99754592,3.9030438,2.4511354439,3.84,3.3522412387,2.8067631687,18.2428922625,2.6035520004,2.808,2.0269908,,,,,,0.6696,0.57939,0.4871296627,0.06,,7.5055e-05,,,,,,,,,2.88192e-05,2.158e-07,0.0,,,0.0,0.0,,0.0,-1.18732e-05,,21094.6121293857
359,2024-03-24,,2484.216,2231.1815751993,1592.1919308613,3537.2125063738,1121.3508388358,,928.5895319623,969.9875963773,,402.5593788849,551.7734867951,358.5796715699,395.023689166,67.8234562248,247.0776630388,192.9878333583,198.7779850668,131.1252897225,352.3496822661,154.89046584,,1513.9352412314,126.1017537578,310.3130330942,72.997603788,,51.1009346771,60.011626272,60.9601302452,90.934935,31.5508301657,37.34,29.0714575292,36.953922,11.0315387148,31.645575,16.9844770643,9.16,24,93.199193352,19.92,31.5377121012,25.9422660182,12.0990718837,14.99949744,35.2207393778,7.3068246284,16.7042893436,7.9141047,8.7709068,4.7201270668,0.0835605,22.99754592,2.8643313,2.4117981412,3.84,3.3027692129,2.7257250736,3.1654690012,2.6091386964,2.808,1.29133755,2.511,,,,,0.6696,0.339171,0.1427533982,0.06,,7.66383e-05,,,,,,,,,2.6796e-05,,0.0,,,0.0,0.0,,0.0,-1.18728e-05,,18761.9486641494
360,2024-03-25,,2484.216,2375.8641540248,1822.3144572828,3796.7925862344,1104.7012944236,,905.7806378044,1151.398517804,,412.1436598109,551.7971071647,330.2305568937,395.0236894738,68.0717561483,242.954691967,333.486512181,198.6303314211,137.0290450309,346.7025237914,144.26696424,,1491.8637225827,126.1284869243,310.4390878601,72.997603788,,51.1009344572,60.016920204,60.9765433305,70.4847,24.866917809,40.32,28.865689038,48.444072,11.0130065877,2.3622,16.9844767669,10.58,24,74.586838674,19.92,31.5393649507,25.2068123291,12.1288769435,15.2365191,35.2256544368,8.0152249346,12.9026573979,10.1085978,8.6141973,6.1996860298,0.0802497,16.4887349577,4.3151793,2.3434687605,3.84,3.2916875119,2.6691365849,3.2380415368,2.5248167124,2.808,1.22555865,,,,,,0.6696,0.630168,0.1399532535,0.06,,7.393e-05,,,,,,,,,3.06557e-05,,0.0,,,0.0,0.0,,0.0,-1.18896e-05,,19556.8579646054
361,2024-03-26,,2484.216,2369.1353182715,1752.1414934583,4489.9343483267,1163.4113194709,,1089.0906097231,1173.9859665836,,474.8810093903,551.8140720879,407.7268590109,394.721441742,70.7673124157,268.8790682932,292.7289683622,200.4485703132,131.9704621331,352.9272132015,178.91659455,,883.9644066847,126.2514631886,312.2386543314,74.113603788,,51.1009343674,60.033932508,60.984748675,107.6886525,40.691773833,40.32,29.2277921689,110.352498,23.2735449859,40.74795,16.9844779314,10.4,24,99.596230344,19.92,31.5403537008,26.5199477683,12.1569200998,15.30403431,35.1960662381,11.1954878348,18.9693461713,22.5480453,9.12974245,6.2046458571,1.70665323,19.3187614586,4.4033205,2.4205966971,3.84,3.3361675326,3.4704373874,21.0783707923,2.6743964244,2.808,1.720965,,,,,,0.6696,0.801381,0.5522175103,0.06,,0.0071034529,,,,,,6.78e-07,,,2.77774e-05,1.07958e-05,0.0,,,0.0,0.0,,0.0,-1.27548e-05,,20237.2198778526
362,2024-03-27,,2484.216,2215.0252315136,1946.2230830403,6844.8807296334,1174.3935888153,,954.0233036262,1204.4502019896,,588.3366190456,551.8403387249,352.8844356666,393.8332919998,73.862887641,275.1806114863,282.9183889301,200.88,131.5096168534,352.689631811,174.49652589,,719.7566962076,126.1499722116,316.0501590632,74.557603762,,51.1009343545,60.038990592,60.9844105861,114.62343,42.4820872312,40.78,29.5849985252,78.309255,21.9465922364,43.0903875,16.9844787055,10.4,24,105.605598138,19.92,31.5413895862,26.9489601771,12.1915235739,15.61716853,35.222937197,11.1800223668,19.7399914093,13.2413307,8.92606515,5.6275050774,32.088415425,22.8589649459,3.7843239,2.3980777959,3.84,3.3435176326,3.1971725774,24.6817794875,2.6864693124,2.808,1.1072394,2.511,,,,,0.6696,0.565068,0.6342828778,0.06,,5.2939e-05,,,,,,,,,2.81782e-05,7.739e-07,0.0,,,0.0,0.0,,0.0,-1.19077e-05,,22445.480955886
363,2024-03-28,0.12,2484.216,2178.347347786,1755.5309569937,5411.4247697901,1152.7901244913,,942.8527256648,1389.9283770675,,483.7879925207,552.8635584571,364.3508171165,401.8731428814,74.8756214513,283.8995652915,300.7793798407,201.8582765325,132.7717409308,351.7959436812,188.31792735,,676.1474651556,126.1692702193,313.2603669535,76.5046037435,,51.1009338983,60.036057744,104.916591791,125.38539,44.1277769713,40.86,29.9473038861,90.388965,10.9089402443,41.3559375,16.9844787297,10.4,24,115.098046758,19.92,31.5424730471,26.7968334112,12.2423212414,20.3774517,35.3232354137,8.847394048,21.165845431,18.7450335,9.0655596,6.8878677796,97.31554131,22.9324321202,4.24984,2.4126892188,3.84,3.3711530414,4.1786418355,15.9499254473,2.7469553964,2.808,1.0649895,,,,,,0.6696,0.967029,0.443162621,0.06,,5.17328e-05,,,,,,1.228e-07,,,3.4992e-05,,0.0,,,0.0,0.0,,0.0,-1.27043e-05,,20983.9004452476
364,2024-03-29,,2484.216,2194.0858186672,1937.301575188,6153.5767082472,1146.6261665971,,951.6301867111,1601.5351953653,,450.5583128809,552.9312269551,370.1712696544,406.1046442073,76.7412230103,265.6578025633,305.7696016784,203.112,132.6763771666,346.5896803853,176.38750512,,615.3506203589,126.155773208,310.4398025792,75.87760374,,51.1009339131,60.023843124,113.0239873799,104.4424875,40.0374820203,40.78,29.735307935,67.7625,11.4157215994,35.8642875,16.9844796455,10.6,24,108.484112376,19.92,32.4498813795,26.762213822,12.2549239191,15.70850265,35.484266639,9.7366473294,19.4037688651,12.4735413,8.7975479,6.3724919665,79.09745976,25.0464731444,2.7378364,2.4770137308,3.84,3.3996826116,2.9995941694,16.2687007305,2.6619096864,2.808,1.0137372,,,,,,0.6696,0.152124,0.4413667347,0.06,,5.18662e-05,,,,,,,,,3.04506e-05,,0.0,,,0.0,0.0,,0.0,-1.18768e-05,,21940.7875916552
