,Service,S3($),Tax($),Relational Database Service($),EC2-Other($),CloudWatch($),Support (Business)($),EC2-Instances($),Glue($),Redshift($),DocumentDB (with MongoDB compatibility)($),Elastic MapReduce($),VPC($),OpenSearch Service($),ElastiCache($),Elastic Load Balancing($),DMS($),CloudTrail($),Managed Streaming for Apache Kafka($),Elastic File System($),QuickSight($),Rekognition($),Elastic Container Service for Kubernetes($),SNS($),Glacier($),Hardened Red Hat Enterprise 7 (RHEL 7)($),SageMaker($),DynamoDB($),Lambda($),Backup($),Kinesis($),Route 53($),AppFlow($),SQS($),Step Functions($),EC2 Container Registry (ECR)($),Key Management Service($),API Gateway($),Managed Workflows for Apache Airflow($),CloudFront($),Secrets Manager($),Athena($),CIS  Linux 2 Benchmark - Level 2($),Transfer Family($),Config($),Cognito($),CloudWatch Events($),Kinesis Firehose($),Cost Explorer($),RHEL 8 with Support by Supported Images($),X-Ray($),Direct Connect($),Service Catalog($),SES($),Systems Manager($),Textract($),Red Hat Enterprise Linux (RHEL) 8.4 with support by ProComputers($),Simple Workflow Service($),CloudShell($),Elastic Container Service($),CodeArtifact($),IoT($),CodeCommit($),Migration Hub Refactor Spaces($),Location Service($),Refund($),Total costs($)
101,2023-07-10,760.7742775971,,431.478288676,485.6766039513,307.905370885,,228.5341214161,144.8032273641,46.7411741336,182.1945439342,165.8240850907,68.0738841264,62.8341956706,70.5981600932,62.3796700732,50.0245236695,8.854442115,31.0237291168,27.0240077348,33.07799952,24.279975,20.088,7.2362429103,15.074005841,19.68,,8.5165806684,16.1242997927,4.4284499248,2.4220897781,5.700870984,3.0763318861,1.6963612314,4.253e-07,1.62302298,1.54039656,1.357693485,,0.398848158,1.03998385,0.12995355,0.96,,,0.0,9.3e-07,,,,,,0.0,,,,,2.941e-07,,-0.0,,,,,,,3303.1954134168
102,2023-07-11,728.7854166192,,431.5452505988,479.7463043614,335.9039833486,,223.4574365699,136.9301739894,45.6979423266,191.5034846696,160.4056889469,74.6260264131,62.8341381249,70.5981600936,64.4250077047,50.0245236638,10.756939395,31.0438066754,27.0796060032,37.0019995135,21.67365,20.088,20.4875637266,15.0740058222,19.68,,8.8108567212,15.3640331495,4.4337635394,2.3870167455,5.70041826,8.7502390942,3.9010236695,1.5523e-06,1.6276363556,1.4575224,1.2845761721,,0.3733707986,1.0742601,0.1731288,0.96,,,0.0,2.79e-06,,,,,,0.0,,,,,5.88e-07,6.3402e-06,0.0,,,,,,,3315.6669656425
103,2023-07-12,719.0464229924,,429.5763432164,482.6139137906,339.8745476473,,217.3589214345,188.6821678533,43.8350795702,189.7761824271,163.2869706106,75.3301642089,62.8340513688,70.5981600936,63.9861812557,50.0245236523,8.92095339,31.0684542266,27.3506533547,33.611999508,26.01024,20.088,8.150535436,15.0740059421,19.68,,8.5062307607,15.4441318211,4.4928776933,2.436428047,5.700329352,3.1947518933,1.6193078191,3.2859e-06,1.633542483,1.49046114,1.2861497891,,0.3649161353,1.04364915,0.8247147,0.96,,,0.0,1.86e-06,,,,,,0.0,,,,,2.941e-07,,0.0,,,,,,,3335.775968203
104,2023-07-13,787.2465163132,,430.3467429095,480.8341819752,343.1575873987,,222.4957123547,155.8898495271,49.2733237081,196.3260243105,167.4247706295,75.1960954745,62.8340757843,70.5981600956,64.558158423,50.0245236635,10.71213618,30.9323714221,27.5348184166,34.913999508,26.8153875,20.088,13.96030818,15.074005829,19.68,,8.699920893,15.8960685014,4.4970328438,2.5188142225,5.700223332,3.2131694766,2.7795555899,4.2762e-06,1.635804136,1.59215943,1.2668986749,,0.7845524209,0.90214965,0.2306493,0.94,,,0.0,4.65e-06,,,,,,0.0,,,,,8.82e-07,,0.0,,,,,,,3406.5737578823
105,2023-07-14,749.6061768457,,431.8908219828,475.9960713024,350.5936547213,,204.9382762289,130.477543569,40.9872892825,192.4991631168,168.4314733214,80.4371319547,62.8340642703,70.598160096,65.2644865672,50.0245236632,9.807537735,33.1729343727,28.1485795498,35.099999508,26.1248625,20.088,7.4588509091,15.0740058222,19.68,,8.7859315932,15.5905149286,4.5363466214,2.5352889873,5.6961942,4.4748569318,1.7611987018,1.4254e-06,1.6374597334,1.51509405,1.2384527221,,1.0131216757,0.8934796,1.72589865,0.96,,,0.0,1.86e-06,,,,,,0.0,,,,,2.941e-07,,0.0,,,,,,,3321.5974492938
106,2023-07-15,723.5229715317,,433.3278031962,468.1576200357,344.3546718008,,146.8051262544,109.8828667908,42.0358189777,185.9123936469,158.153854337,73.0606840471,62.8340529584,70.598160094,64.3568682914,50.0245236744,9.412868055,33.6793745755,28.0216101274,30.728999508,25.014675,20.088,14.9605974536,15.0740059259,19.68,,8.4809650525,15.1888378635,4.5433639659,2.3755121081,5.692804536,1.8085084277,3.178278941,5.7016e-06,1.6380381605,1.46392545,1.2005478215,,0.9226564904,0.9053721,0.1204257,0.96,,,0.0,9.3e-06,,,,,,0.0,,,,,8.82e-07,2.3009e-06,0.0,,,0.0,,,,3178.1668010835
107,2023-07-16,707.4407444003,,434.208744953,464.6138358489,326.9557999105,,100.8731699787,113.0243172318,40.7190418789,179.7973643758,156.4883581662,65.342804555,62.8340397424,70.5981600936,57.8130432971,50.0245236635,9.249081105,33.2789392957,28.3796899786,30.728999508,22.6373625,20.088,15.0683765472,15.074005636,19.68,,8.3208874111,15.4080779021,4.5547663158,2.5257911643,5.69311962,1.2202607434,3.0786885927,7.123e-06,1.6382247504,1.43537817,1.1244991297,,0.9944023589,0.90048495,0.1035183,0.96,,,0.0,7.44e-06,,,,,,0.0,,,,,1.176e-06,,0.0,,,,,,,3072.8765178136
108,2023-07-17,705.2819019801,,434.4719747011,469.9691127048,330.6600842034,,194.0100670421,132.3409444395,42.7432685868,183.7431798701,158.7287239512,76.4941390129,62.8340387009,70.5944400935,64.1932706328,50.024523652,9.862616985,33.11061698,28.7600431826,31.472999508,26.6665875,20.088,15.9437283711,15.0740057261,19.68,,8.3991992799,13.6863029356,4.6578757629,2.3993515908,5.695592676,1.3737888522,3.0497028568,7.2847e-06,1.6384187858,1.50548808,1.236475747,,0.6794248211,0.911968,0.3881913,0.96,,,0.0,8.37e-06,,,,,,0.0,,,,,8.82e-07,,0.0,,,,,,,3223.3300650488
109,2023-07-18,708.5598962035,,443.1267696389,469.3941697783,344.323011642,,192.3332731892,143.6621208702,44.7357454928,183.17107418,162.8612588892,76.5245508352,62.8340858463,70.5088800936,65.4252822967,50.024523658,9.920733615,33.0577489356,29.9165103373,35.678999503,22.4967,20.088,16.9114184576,15.0740058222,19.68,,8.3115756932,12.2114030876,4.9400783689,2.5518019571,5.694781344,1.1927195875,3.578642906,7.127e-06,1.6387122792,1.45834824,1.2339896697,,0.5432221122,0.9666591,0.2154066,0.96,,,0.0,9.3e-06,,,,,,0.0,,,,,8.82e-07,,0.0,,,,,,,3265.806117539
110,2023-07-19,696.6064442693,,450.3605449018,491.8198442501,376.5055971228,,275.1905449735,115.9192544607,44.3944775968,186.0476286744,156.1315164943,77.9448706293,62.8341826118,79.878630089,67.5248277845,50.0245236745,13.67907705,33.1811240966,30.4092251069,33.029999496,23.85915,20.088,25.0327441026,15.0740057261,19.68,,8.596156666,11.7469650214,5.0546075057,2.5247650353,5.6904290382,1.3682378843,5.1452597466,1.99436e-05,1.6478674655,1.57178406,1.2374755354,,0.6466006121,1.062198,0.23212335,0.96,,,0.0,2.325e-05,,,,,,0.0,,,,,1.176e-06,2.4009e-06,0.0,,,,,,,3392.700729802
111,2023-07-20,693.7274840977,,440.1939534563,486.1578378214,361.5502788671,,226.7102235539,192.2231979837,45.9729617725,185.3373904996,157.8627661674,75.284276698,62.8342152543,75.0426300921,65.2600822688,35.3770257115,13.72625781,33.1830130822,31.3286021562,30.611999496,24.4229625,20.088,23.544837526,15.0740055339,19.68,,8.397092507,11.7675975744,5.2042087112,1.8307387126,5.6898643352,4.1478135258,4.6903182798,2.13722e-05,1.6403344521,1.48308438,1.2548813247,,0.5524940012,1.05266085,0.1954488,0.96,,,0.0,2.79e-05,,,,,2.948e-07,0.0,,,,,8.82e-07,0.0,0.0,,,,,,,3364.0605902516
112,2023-07-21,700.1902797757,,430.6129891292,484.7425704667,371.8394724729,,211.2733456495,139.34966517,44.0119703208,186.1122924865,162.5184240513,70.5998091616,62.8341262333,71.2482300927,66.6451476069,26.5885236634,11.666200395,33.1309126662,33.0516089498,31.448999496,27.976725,20.088,16.5476792025,15.0740056232,19.7,,8.9689680133,12.2620420479,5.4329918569,1.1586472967,5.695538736,9.3582469771,3.4364153505,2.28843e-05,1.642665959,1.49517345,1.2462692458,,0.5102645167,1.0132986,0.1423365,0.96,,,0.0,1.767e-05,,,,,6.48e-08,0.0,,,,,1.176e-06,,4.44e-07,,,,,,,3290.5738784022
113,2023-07-22,687.1064266238,,431.2976635247,476.1460815694,346.748871735,,121.8278725812,139.0290577419,43.0564414986,181.5768979819,160.5869590437,69.1456759258,62.8340942199,49.5559800972,59.7116724184,26.5885236634,10.9292019,33.096720023,34.2662745879,30.332999496,27.2304,20.088,16.3810830137,15.0740056164,19.68,,8.3420727889,11.4803913223,5.6546829436,1.1582335115,5.694267612,5.2204357247,3.3295026041,2.2848e-05,1.6444473384,1.47012762,1.1558661751,,0.4219833105,1.0507032,0.10537365,0.96,,,0.0,,,,,,,0.0,,,,,1.176e-06,0.0,0.0,,,,,,,3109.979015087
114,2023-07-23,673.4670491362,,422.4289670213,465.5521744592,339.8558310417,,64.6644985699,121.4059768929,43.1323087339,176.7402397859,159.4606396424,64.4642073779,62.8340925081,47.7424800984,58.5944639617,26.5885236632,9.03699972,32.6339789751,34.8744680903,30.332999496,22.1235375,20.088,9.4835529944,15.07400563,19.68,,8.3238886219,10.2009190088,5.8208073934,1.1578755164,5.69434722,8.3389856037,2.0192668156,2.78409e-05,1.6444473384,1.44742818,1.1183629994,,0.5277170961,1.04967555,0.15822555,0.96,,,0.0,,,,,,,0.001953,,,,,1.176e-06,,0.0,,,,,,,2968.7229242091
115,2023-07-24,684.7219026027,,418.351612068,461.5740044437,364.4408124611,,173.6644190288,158.6616073818,43.5757575322,186.5075520154,158.6814711231,75.6733768189,62.834081302,47.7424800984,67.8313829302,26.5885236576,10.3497189,33.0299282498,35.3797651661,31.913999496,22.0782,20.088,9.518350423,15.0740056232,19.68,,8.8474045277,12.923289465,5.9435005544,1.1580968948,5.694820032,12.0368744746,2.2223543872,1.01261e-05,1.6444473384,1.42464225,1.270653406,,0.5182623398,1.0106667,0.2198892,0.96,,,0.0,,,,,,3.17e-07,0.001302,,,,,8.82e-07,,-0.0,,,,,,,3183.837166217
116,2023-07-25,696.8035714211,,419.0787837115,474.4712874375,373.6318258389,,216.4700849704,133.9067823612,42.9472032954,187.1742417028,159.3354969606,77.3391044671,62.8340983028,51.973980093,67.8424356984,33.4891264888,11.37263985,33.1009061673,36.4389724125,31.448999496,25.2588,20.088,16.4633916291,15.0740057193,19.66,,8.4550147033,11.5071055035,6.1179332205,1.1576784898,5.695051416,8.3903072185,3.5303913801,1.224e-05,1.6444473384,1.49220489,1.2648564769,,0.487056681,1.0547184,0.2712996,0.96,,,0.0,,,,,,1.233e-07,0.002604,,,,,8.82e-07,,-0.0,,,,,,,3258.234420587
117,2023-07-26,751.9993182123,,419.9054816914,479.8630022923,395.3370107945,,229.9797991936,124.6520406996,43.1380161505,187.0123970636,158.870109712,76.8263800852,62.8340870434,57.1122300905,70.2257852954,38.4181254984,11.79222981,33.1652173661,37.5821145616,30.890999496,27.4536,20.088,16.4842887218,15.074005829,19.68,,8.6306302929,11.1737838771,6.3044275718,1.1544187992,5.689450584,14.2149173616,3.5110345149,1.5118e-05,1.6444473384,1.64302113,1.2438977308,,0.5396933912,0.9607938,0.4315386,0.96,,,0.0,,,,,,1.347e-07,0.022134,,,,,1.176e-06,2.3149e-06,2.676e-07,,,,,,,3366.5084476103
118,2023-07-27,742.3315114317,,421.2302265276,474.9263534672,375.5425963088,,111.6696276819,122.5120398522,52.07473847,186.2930931804,159.7320261023,75.6315636977,62.8340882766,49.555980095,67.2938940804,38.4181255036,10.957209315,33.2048649973,39.5096721263,30.332999496,25.83075,20.088,14.0667972186,15.0740056234,19.68,,8.1381226308,10.0044488167,6.6714349566,1.16628719,5.688459576,11.5821485413,3.1103333108,7.918e-06,1.6444473384,1.45444503,1.2510674078,,0.4680602023,1.0266761,0.20162865,0.96,,,0.0,5.58e-06,,,,,6.26345e-05,0.022134,,,,,8.82e-07,,3e-10,,,,,,,3202.1799342175
119,2023-07-28,754.3311336918,,415.5264684156,483.5345355418,415.7455131553,,152.9017483806,123.1684364097,46.4536031931,190.9353474123,159.1236890026,77.2131665483,62.8340858102,55.6009800914,69.9431939556,38.4181254815,14.00363775,33.1220126573,41.0711600411,30.890999496,28.404525,20.088,33.4738242206,15.0740057329,19.68,,8.788463937,9.3392883225,6.9295740006,1.1546527905,5.688866172,8.4241930533,6.800823473,1.00888e-05,1.6444473384,1.51288437,1.2446058533,,0.5990728055,1.05747195,0.32530935,0.96,,,0.0,1.209e-05,,,,,,0.022134,,,,,1.176e-06,2.3569e-06,0.0,,,,,,,3336.0300051155
120,2023-07-29,734.0055984045,,408.933313429,475.509282974,341.9110664464,,111.8305288135,117.5934642366,45.7384286495,179.6766864386,159.1034424348,68.3960044792,62.834082633,51.3694800924,63.6152957239,38.418127568,14.84725005,33.2698609669,42.5938800809,30.332999496,28.469625,20.088,45.9924682343,15.0740058154,19.68,,8.3608552365,0.0027631598,7.1166945817,1.1544730181,5.688418284,6.0670972489,9.1726507931,1.7274e-05,1.6444473384,1.55663157,1.1977110242,,0.8350882294,1.0066149,0.10854495,0.96,,,0.0,2.232e-05,,,,,,0.022134,,,,,8.82e-07,,0.0,,,,,,,3154.177056777
121,2023-07-30,711.0599399901,,412.7036449959,484.4898446683,351.1172717726,,216.9404264416,108.4812125896,45.7237231555,180.577486778,159.827753209,64.274012461,62.834094211,58.9257300899,58.6852070036,38.4181263206,13.562336475,31.2744171812,44.1581340534,30.332999496,26.0772,20.088,33.5819660836,15.0740058426,19.68,,8.6732470842,0.0021941619,7.3232206016,1.1542834018,5.687438808,5.4649271694,6.6756921788,1.9428e-05,1.6444473384,1.53534387,1.1453014261,,0.7001123034,1.02466155,0.1151061,0.96,,,0.0,2.418e-05,,,,,,0.022134,,,,,1.176e-06,,0.0,,,,,,,3230.0156875961
122,2023-07-31,687.5250264136,,410.6107660265,485.878605852,392.9718055129,,186.2720922095,139.0374516191,47.9752551244,189.3930279882,159.8063131909,77.1218421697,62.834082578,57.4144800924,69.7960296625,38.4181255035,13.35325434,33.2924956579,45.7893721005,31.448999496,30.2354625,20.088,26.2515072877,15.074005829,19.68,,8.9841868576,5.5434975321,7.585188153,1.1551883091,5.690449404,5.5216224478,5.3831462958,9.358e-06,1.6447640861,1.52494833,1.3492907114,,0.4986102194,1.04994825,1.62358005,0.96,,,0.0,1.209e-05,,,,,0.0001971658,0.022134,,,,,5.88e-07,,0.0,,,,,,,3288.8047750024
123,2023-08-01,756.4104766215,21276.88,411.9699773221,470.9691477056,384.1282753392,7861.9199212687,124.2450529341,125.3981090568,4833.4326815561,183.9298065107,160.2314112028,76.579023963,62.8340842276,52.2762300945,68.5806230341,38.4181270582,14.879913975,34.9620074715,47.8589543734,46.700999496,31.557225,20.088,49.3429268939,15.0740057261,19.68,,1.5430799243,5.1027272725,7.8115088568,1.1539791422,5.69123916,5.3901767421,7.5578895151,4.32e-06,1.6453159668,1.57113957,1.3659582577,,0.0029195081,0.93934335,0.24613845,0.96,,,0.0,5.58e-06,,,,0.0,0.0001252757,0.0,,,,,9.033e-07,,0.0,,,,,,-550.33,36658.9985326255
124,2023-08-02,760.8234551566,,413.0021630654,473.4912725635,415.4252323829,,117.419230372,179.8361117715,48.7987510092,192.1136354333,159.6609990506,79.1355173022,62.8340956158,52.8807300943,70.6888170015,38.418127752,13.214593665,34.7233212471,49.9440395265,40.562999496,31.468875,20.088,28.0042751498,15.0740057193,19.28,,5.374751463,5.3606527655,8.0577001105,1.1539631989,5.695800252,5.6663871584,4.5347007493,2.8796e-06,1.6571195431,1.54265646,1.3399963486,,0.001714285,1.01392935,0.71375175,0.96,,,0.0,4.65e-06,,,,0.0,,0.0,,,,,9.033e-07,,-0.0,,,,,,,3359.9613802417
125,2023-08-03,736.2801187587,,414.385647532,475.6549094422,418.958846878,,122.8194708367,207.2760636867,48.2256798092,192.6229115139,164.713116203,72.3872304559,62.8340754691,52.5784800964,70.905673904,38.418127051,12.6999033,34.3246684938,51.9681267774,41.213999496,33.528825,20.088,28.0252082896,15.0740061397,19.2,,6.628927699,4.9508534837,8.2936453452,1.1539499811,5.693534028,5.490309967,4.5677425083,2.9875e-06,1.645840272,1.54355205,1.3398759759,,0.4734150521,1.017654,0.25244385,0.96,,,0.0,3.72e-06,,,,0.0,,,,,,,3.011e-07,,0.0,,,,,,,3378.1948403542
126,2023-08-04,739.0089022995,,415.63365498,468.791552113,406.5962227926,,79.735899612,213.8891095653,46.5867763631,187.4896889594,172.340560833,70.4844115703,62.8342661562,49.8582300983,71.2044379364,38.4181270666,16.12654596,34.2173098879,54.0404120157,33.959999496,31.6048875,20.088,66.3010530939,15.0740056247,19.32,,7.2847885364,5.0992753546,8.5581842752,1.1546225688,5.69473224,5.9752547529,10.3492547535,4.8932e-06,1.6470326463,1.5337173,1.3050442786,,0.5033593687,0.943068,0.2694489,1.06,,,0.0,3.72e-06,,,,,5.6e-09,0.0,,,,,1.2016e-06,,0.0,,,,,,,3364.9818467193
127,2023-08-05,716.0599231225,,416.9972906503,464.7662625228,395.4703921017,,58.1910685215,199.8200866308,46.1591398989,189.1196070531,176.0486811262,69.3000557235,62.8343783758,47.7424800966,71.0398514262,38.1231520729,14.151509145,34.6938864706,54.704899659,31.727999496,32.9161875,20.088,48.0260499163,15.0740053919,19.22,,8.6066543961,0.0041948598,8.6923875728,1.154640174,5.690823264,5.0233246319,7.4137745985,7.9546e-06,1.6480002902,1.54764777,1.2470839352,,0.4452541023,1.0552818,0.2682771,,,,0.0,8.37e-06,,,,,,0.0,,,,,8.991e-07,,0.0,,,,,,,3265.0722686201
128,2023-08-06,684.0707101558,,419.2032313814,457.8850478891,370.3826886647,,58.4031899236,168.9559111065,46.6243116949,185.5510607826,176.4038303409,58.6366848427,62.8343708255,47.7424800985,63.2505117512,37.6315271092,9.11895318,34.1019110312,53.9539324495,31.448999496,23.18025,20.088,9.2029984626,15.0740053079,19.2,,8.5412151617,0.0029564643,8.8033640624,1.1544682468,5.691546432,1.2739316337,1.4816099581,4.8166e-06,1.648521756,1.49908782,1.1859943336,,0.5124339978,1.07115225,0.23301615,,,,0.0,5.58e-06,,,,1.395e-05,,0.0,,,,,8.991e-07,,0.0,,,,,,,3086.0439300059
129,2023-08-07,699.1626874231,,420.2097964124,468.2978298232,364.671206141,,58.6474718356,173.5988101008,49.622151118,185.8535387716,176.3808233526,74.8912004378,62.8343043105,47.7424800989,70.9469818749,37.6315270732,9.814400205,34.4015055463,54.2277712114,33.959999496,30.6807,20.088,9.2796931666,15.0740054759,19.2,,8.3005517385,0.7608621301,8.9370411297,1.1545410795,5.691473892,2.222464477,1.7515533973,2.6413e-06,1.648521756,1.54517025,1.3382896825,,0.3499576542,1.06672545,0.2998227,,,,0.0,,,,,4.65e-06,,0.0,,,,,2.997e-07,,-0.0,,,,,,,3152.2838668026
130,2023-08-08,696.7153669509,,419.0281325335,472.076150253,387.2934334369,,58.7280480593,151.6598016291,46.6042438994,188.1514683335,172.4416075723,74.9331581345,62.8343117591,47.7424801052,74.2942779405,37.6315254864,10.506689415,33.8391286004,54.4751885291,36.098999496,29.9076375,20.088,7.5108547254,15.0740053919,19.2,,8.5316230526,0.0036259509,9.0939630159,1.1549358876,5.6851857086,16.3772135987,1.8694079654,1.6956e-06,1.6533827918,1.54961472,1.2883751022,,0.579490217,1.09660175,0.29799525,,,,0.0,3.72e-06,,,,,,0.0,,,,,5.852e-07,,0.0,,,,,,,3166.0159307629
131,2023-08-09,698.5061736522,,417.8462907035,474.714770276,354.5606456434,,81.8281769433,148.078731753,47.8810500706,180.5520946271,179.3380059661,73.1904881505,62.834092356,49.555980105,72.6541853514,37.6315254808,11.08981569,34.3856807137,55.3471956151,34.796999496,31.72695,20.088,7.3784815931,15.0740053492,19.2,,8.3953512966,0.0038104056,9.3267549393,1.1545616035,5.693021784,2.2876437186,1.8050075648,8.2534e-06,1.65587101,1.62147117,1.2791866099,,0.5856168479,1.0046124,0.2736897,,,,0.0,9.3e-06,,,,,1.961e-07,0.0,,,,,1.1718e-06,,2.48e-07,,,,,,,3143.3459577555
132,2023-08-10,732.7846830097,,419.0613456413,475.2132730646,428.2150435875,,118.3601885505,194.0553964521,48.3192846228,194.1382890621,169.9933898443,76.2285680921,62.8340525631,52.8807301039,76.0324725807,37.6315255034,11.796821685,34.4212300114,57.0094823637,34.796999496,30.9748125,20.088,15.2557897358,15.0740053079,19.2,,9.1049257312,0.0037291648,9.5616344389,1.1546144599,5.692954824,2.4255783083,3.4812374109,8.0276e-06,1.6564554561,1.59972591,1.2831980219,,0.7730230094,1.0729209,0.33266565,,,,0.0,9.3e-06,,,,2.325e-05,,0.0,,,,,8.82e-07,,0.0,,,,,,,3362.5080885229
133,2023-08-11,724.5592610677,,420.4990892177,463.5169538278,391.7209297093,,89.4793227789,129.4298022489,49.2163950726,188.3069189022,166.830499892,72.6788197862,62.4294817715,50.4627300984,73.7122007194,37.631525492,12.069391665,34.5606835708,59.0220586821,32.285999496,26.093475,20.088,21.2408057651,15.0740054759,19.2,,9.2594971312,0.0034588512,9.7661848667,1.1546505039,5.6931996,2.0533846097,4.8441929743,6.7736e-06,1.6573396434,1.58334582,1.2736737524,,0.46375045,1.03080255,0.26600325,,,,0.0,6.51e-06,,,,1.86e-05,,0.0,,,,,8.82e-07,,-0.0,,,,,,,3199.1578670079
134,2023-08-12,705.9214622638,,422.079679256,457.8323890619,412.6652871087,,58.4332944899,146.4929833032,47.5155250818,193.0281589166,166.417071981,65.6582480906,59.2181616097,47.7424800946,68.9992738145,37.6315254979,11.230181985,34.7277244923,59.8678860496,31.448999496,28.292925,20.088,14.8581920835,15.0740053919,19.3,,8.764215198,0.0026954584,10.0204409499,1.1543540659,5.69422818,1.935127876,4.3028199169,5.115e-06,1.658241793,1.54868007,1.1983152928,,0.7917585163,1.02035865,0.3819045,,,,0.0,5.58e-06,,,,,,0.0,,,,,8.82e-07,,-0.0,,,,,,,3162.9966071127
135,2023-08-13,691.4977294783,,423.3066696349,457.1259006083,405.2230911416,,58.2249838778,154.8677308602,47.5836006662,192.5025715361,166.7374644289,63.3606976313,59.2181590884,47.7424800946,65.7805107697,37.631525498,9.853244445,34.0818090475,60.7667361013,31.448999496,26.0527875,20.088,7.5949141928,15.0740054759,19.28,,8.6640528026,0.0019923099,10.269120636,1.1540993019,5.691373824,1.9471498289,3.1309152934,2.8968e-06,1.658595492,1.46617698,1.1374448075,,0.7577795462,1.04510595,0.2560011,,,,0.0,2.79e-06,,,,,,0.0,,,,,5.88e-07,1.2126e-06,0.0,,,,,,,3132.2234269326
136,2023-08-14,721.0220873653,,424.6775770135,471.6986603605,379.2923133846,,58.0363644517,178.6637094942,47.7373368288,184.5744358668,171.5723658463,75.7703001001,59.2181752107,47.7424800946,73.1236491961,37.6315255205,14.919844455,34.3316023593,61.794052435,32.843999496,30.1168875,20.088,21.7312221656,15.0740053919,19.2,,8.6049435697,0.0030677322,10.5686818679,1.1543207765,5.694981852,2.0359321893,4.9957511233,2.8968e-06,1.658595492,1.56785574,1.2626753487,,1.0815101885,1.0796415,0.2868399,,,,0.0,2.79e-06,,,,,,0.0,,,,,5.88e-07,,0.0,,,,,,,3220.8553980914
137,2023-08-15,742.9780159765,,427.3700111123,464.7848850622,333.1142682455,,57.7351403527,124.5126214887,47.7886503966,175.627728789,173.2841191582,63.1973204722,59.218160706,47.742480097,64.4609028672,37.6315255095,13.328020185,33.6614255818,62.876644106,31.448999496,27.0641625,20.088,36.2928099283,15.0740053919,19.2,,8.4801507965,0.0022820299,10.7869399846,1.1541929238,5.691747684,1.893382549,7.8454696157,0.0,1.658595492,1.61172012,1.1298855895,,1.1216281203,1.07943225,0.36630375,,,,0.0,0.0,,,,4.65e-06,,0.0,,,,,,,0.0,,,,,,,3121.3016329779
138,2023-08-16,720.5559226639,,435.3191201288,462.9306231955,359.026994194,,57.3454795591,124.8349625019,47.1263111529,182.2506295846,173.282557637,70.1578600291,59.2181612499,47.7424800966,70.7416385254,37.6315260633,9.9312561,34.1169272015,64.5375297403,31.727999496,27.428025,20.088,7.6660141954,15.0740053079,19.2,,8.6787457654,0.0032960984,11.0442809482,1.1541919765,5.693577552,1.9111002196,2.3292118373,3.4086e-06,1.658595492,1.56266076,1.2565529185,,0.8196489844,1.07698635,0.28189695,,,,0.0,3.72e-06,,,,4.65e-06,,0.0,,,,,8.82e-07,,0.0,,,,,,,3115.404782136
139,2023-08-17,741.3617987102,,433.73633533,472.7290671262,430.7981967524,,134.8684405771,109.5643056231,51.0746256311,195.028139191,173.2869956342,75.0286739164,59.2182551959,51.3694800946,75.7552394156,37.6315254977,10.585692915,34.1598724727,65.7836180486,32.4629994915,31.2421875,20.088,7.6562070354,15.0740052239,19.2,,8.5689098775,0.0035048269,11.2639715774,1.1663868004,5.694581208,1.8809870324,2.3193467904,1.9298e-06,1.6588396832,1.5472767,1.2457427148,,0.7225571441,1.07005185,0.2838639,,,,0.0,1.86e-06,,,,4.65e-06,,0.0,,,,,5.88e-07,,1e-10,,,,,,,3315.1296905156
140,2023-08-18,742.2558353763,,425.4032778176,475.9370297581,425.2675611135,,111.3804683043,163.9486855143,48.997639415,190.610648538,173.2828863797,73.1619049857,58.6909788674,51.9739800962,76.1057026777,37.6315254978,11.34133419,38.2568660121,67.5973930322,32.168999484,33.951975,20.088,15.0713974584,15.0740049719,19.2,,8.6314304543,0.0034345936,11.4742812976,1.1544296312,5.695899948,2.2098848914,3.6650815202,2.8968e-06,1.6593021038,1.57822617,1.2408000009,,0.7193757666,1.087221,0.2773911,,,,0.0,2.79e-06,,,,4.65e-06,,0.002604,,,,,8.82e-07,,-0.0,,,,,,,3346.7974681866
141,2023-08-19,741.6960829058,,420.0140671221,473.0223980275,434.8661146246,,56.4284415455,124.2853379145,48.3360738826,195.7727151674,173.2869134494,72.9608046451,51.8527128357,47.7424800984,76.1784862429,37.6315275346,10.353606765,39.5445293943,69.1468811051,33.842999484,31.17825,20.088,7.8330432012,15.0740050559,19.2,,9.2336234235,0.0030743261,11.6630439222,1.1544868434,5.69448114,1.9277665003,2.3973915452,2.8968e-06,1.6598996618,1.49835684,1.1915121104,,0.755365268,1.08083655,0.2615532,,,,0.0,2.79e-06,,,,,,0.001953,,,,,8.82e-07,,0.0,,,,,,,3238.8588219013
142,2023-08-20,710.5851821549,,422.3167919851,461.8760405967,396.0442307625,,56.0147245444,100.9834315548,48.4041195097,189.0196794407,173.2802564582,67.5305307156,51.8526232776,47.7424800984,64.8688053517,37.6315271906,9.804972795,33.8637148539,71.2497579381,33.470999484,28.4394,20.088,7.7969709385,15.0740050559,19.2,,8.4919512535,0.0019029648,11.8987206084,1.1541943662,5.692112988,1.5051230153,3.5877398567,3.8624e-06,1.6600568832,1.44564537,1.1288573902,,0.6044736355,1.086105,0.24448305,,,,0.0,3.72e-06,,,,,,0.001302,,,,,1.176e-06,,-0.0,,,,,,,3105.6409218465
